word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
empirical,"['EH', 'M', 'P', 'IH', 'R', 'IH', 'K', 'AH', 'L']","['em', 'pir', 'ic', 'al']","['empi', 'rical']",0.4444444444444444,4.17e-06,"[7, 26, 29, 10, 30, 10, 24, 3]"
macedonia,"['M', 'AE', 'S', 'AH', 'D', 'OW', 'N', 'IY', 'AH']","['mace', 'do', 'nia']","['ma', 'ced', 'onia']",0.4444444444444444,2.34e-06,"[26, 2, 31, 3, 18, 12, 27, 11]"
societies,"['S', 'AH', 'S', 'AY', 'AH', 'T', 'IY', 'Z']","['so', 'ci', 'et', 'ies']","['soc', 'ieties']",0.4444444444444444,1.2e-05,"[31, 3, 31, 6, 3, 33, 11, 38]"
librarian,"['L', 'AY', 'B', 'R', 'EH', 'R', 'IY', 'AH', 'N']","['lib', 'rar', 'i', 'an']","['libr', 'arian']",0.4444444444444444,3.89e-06,"[25, 6, 16, 30, 7, 30, 11, 3]"
pediatric,"['P', 'IY', 'D', 'IY', 'AE', 'T', 'R', 'IH', 'K']","['pe', 'di', 'at', 'ric']","['ped', 'iatric']",0.4444444444444444,3.39e-06,"[29, 11, 18, 11, 2, 33, 30, 10]"
apparatus,"['AE', 'P', 'ER', 'AE', 'T', 'AH', 'S']","['ap', 'par', 'at', 'us']","['app', 'aratus']",0.4444444444444444,6.03e-06,"[2, 29, 8, 2, 33, 3, 31, 0]"
apparel,"['AH', 'P', 'AE', 'R', 'AH', 'L']","['ap', 'par', 'el']","['appare', 'l']",0.42857142857142855,5.25e-06,"[3, 29, 2, 30, 3, 25, 0, 0]"
estonia,"['EH', 'S', 'T', 'OW', 'N', 'IY', 'AH']","['es', 'to', 'nia']","['est', 'onia']",0.42857142857142855,3.02e-06,"[7, 31, 33, 12, 27, 11, 3, 0]"
lawyers,"['L', 'AO', 'Y', 'ER', 'Z']","['law', 'yers']","['la', 'wy', 'ers']",0.42857142857142855,2.45e-05,"[25, 4, 37, 8, 38, 0, 0, 0]"
pentium,"['P', 'EH', 'N', 'T', 'IY', 'AH', 'M']","['pen', 'ti', 'um']","['p', 'entium']",0.42857142857142855,5.75e-07,"[29, 7, 27, 33, 11, 3, 26, 0]"
zealand,"['Z', 'IY', 'L', 'AH', 'N', 'D']","['zea', 'l', 'and']","['ze', 'aland']",0.42857142857142855,3.16e-05,"[38, 11, 25, 3, 27, 18, 0, 0]"
luggage,"['L', 'AH', 'G', 'AH', 'JH']","['lug', 'gage']","['lu', 'gg', 'age']",0.42857142857142855,6.31e-06,"[25, 3, 21, 3, 23, 0, 0, 0]"
expedia,"['EH', 'K', 'S', 'P', 'IY', 'D', 'IY', 'AH']","['ex', 'pe', 'dia']","['exp', 'edia']",0.42857142857142855,4.17e-07,"[7, 24, 31, 29, 11, 18, 11, 3]"
memphis,"['M', 'EH', 'M', 'F', 'AH', 'S']","['mem', 'ph', 'is']","['memp', 'his']",0.42857142857142855,7.76e-06,"[26, 7, 26, 20, 3, 31, 0, 0]"
indianapolis,"['IH', 'N', 'D', 'IY', 'AH', 'N', 'AE', 'P', 'AH', 'L', 'IH', 'S']","['in', 'di', 'ana', 'pol', 'is']","['indian', 'apolis']",0.4166666666666667,6.61e-06,"[10, 27, 18, 11, 3, 27, 2, 29]"
occupational,"['AA', 'K', 'Y', 'AH', 'P', 'EY', 'SH', 'AH', 'N', 'AH', 'L']","['oc', 'cu', 'pa', 'tion', 'al']","['occup', 'ational']",0.4166666666666667,5.25e-06,"[1, 24, 37, 3, 29, 9, 32, 3]"
bryan,"['B', 'R', 'AY', 'AH', 'N']","['bry', 'an']","['b', 'ryan']",0.4,9.55e-06,"[16, 30, 6, 3, 27, 0, 0, 0]"
casey,"['K', 'EY', 'S', 'IY']","['ca', 'sey']","['case', 'y']",0.4,9.12e-06,"[24, 9, 31, 11, 0, 0, 0, 0]"
syria,"['S', 'IH', 'R', 'IY', 'AH']","['syr', 'ia']","['sy', 'ria']",0.4,2.51e-05,"[31, 10, 30, 11, 3, 0, 0, 0]"
mysterious,"['M', 'IH', 'S', 'T', 'IH', 'R', 'IY', 'AH', 'S']","['mys', 'ter', 'i', 'ous']","['my', 'sterious']",0.4,1.48e-05,"[26, 10, 31, 33, 10, 30, 11, 3]"
insulation,"['IH', 'N', 'S', 'AH', 'L', 'EY', 'SH', 'AH', 'N']","['in', 'su', 'la', 'tion']","['ins', 'ulation']",0.4,4.68e-06,"[10, 27, 31, 3, 25, 9, 32, 3]"
millennium,"['M', 'AH', 'L', 'EH', 'N', 'IY', 'AH', 'M']","['mil', 'len', 'ni', 'um']","['mill', 'ennium']",0.4,5.01e-06,"[26, 3, 25, 7, 27, 11, 3, 26]"
vocational,"['V', 'OW', 'K', 'EY', 'SH', 'AH', 'N', 'AH', 'L']","['vo', 'ca', 'tion', 'al']","['voc', 'ational']",0.4,4.47e-06,"[35, 12, 24, 9, 32, 3, 27, 3]"
annex,"['AE', 'N', 'EH', 'K', 'S']","['an', 'nex']","['anne', 'x']",0.4,3.16e-06,"[2, 27, 7, 24, 31, 0, 0, 0]"
samoa,"['S', 'AH', 'M', 'OW', 'AH']","['sam', 'oa']","['samo', 'a']",0.4,2.45e-06,"[31, 3, 26, 12, 3, 0, 0, 0]"
sudan,"['S', 'UW', 'D', 'AE', 'N']","['su', 'dan']","['sud', 'an']",0.4,7.94e-06,"[31, 15, 18, 2, 27, 0, 0, 0]"
consortium,"['K', 'AH', 'N', 'S', 'AO', 'R', 'SH', 'IY', 'AH', 'M']","['con', 'sor', 'ti', 'um']","['cons', 'ortium']",0.4,4.79e-06,"[24, 3, 27, 31, 4, 30, 32, 11]"
occasional,"['AH', 'K', 'EY', 'ZH', 'AH', 'N', 'AH', 'L']","['oc', 'ca', 'sion', 'al']","['occas', 'ional']",0.4,1.32e-05,"[3, 24, 9, 39, 3, 27, 3, 25]"
facilitate,"['F', 'AH', 'S', 'IH', 'L', 'AH', 'T', 'EY', 'T']","['fa', 'cil', 'it', 'ate']","['fac', 'ilitate']",0.4,9.77e-06,"[20, 3, 31, 10, 25, 3, 33, 9]"
confidentiality,"['K', 'AA', 'N', 'F', 'AH', 'D', 'EH', 'N', 'SH', 'IY', 'AE', 'L', 'AH', 'T', 'IY']","['con', 'fid', 'en', 'ti', 'al', 'ity']","['conf', 'identiality']",0.4,2.82e-06,"[24, 1, 27, 20, 3, 18, 7, 27]"
appreciate,"['AH', 'P', 'R', 'IY', 'SH', 'IY', 'EY', 'T']","['ap', 'pre', 'ci', 'ate']","['app', 'reciate']",0.4,5.5e-05,"[3, 29, 30, 11, 32, 11, 9, 33]"
iraqi,"['IH', 'R', 'AE', 'K', 'IY']","['ir', 'aqi']","['ira', 'qi']",0.4,8.91e-06,"[10, 30, 2, 24, 11, 0, 0, 0]"
beneficial,"['B', 'EH', 'N', 'AH', 'F', 'IH', 'SH', 'AH', 'L']","['be', 'ne', 'fi', 'cial']","['benef', 'icial']",0.4,1.2e-05,"[16, 7, 27, 3, 20, 10, 32, 3]"
behavioral,"['B', 'IH', 'HH', 'EY', 'V', 'Y', 'ER', 'AH', 'L']","['be', 'ha', 'vi', 'or', 'al']",['behavioral'],0.4,7.24e-06,"[16, 10, 22, 9, 35, 37, 8, 3]"
newer,"['N', 'UW', 'ER']","['new', 'er']","['ne', 'wer']",0.4,8.71e-06,"[27, 15, 8, 0, 0, 0, 0, 0]"
fewer,"['F', 'Y', 'UW', 'ER']","['few', 'er']","['fe', 'wer']",0.4,2.04e-05,"[20, 37, 15, 8, 0, 0, 0, 0]"
subsidiary,"['S', 'AH', 'B', 'S', 'IH', 'D', 'IY', 'EH', 'R', 'IY']","['sub', 'si', 'di', 'ary']","['subs', 'idiary']",0.4,8.32e-06,"[31, 3, 16, 31, 10, 18, 11, 7]"
nomination,"['N', 'AA', 'M', 'AH', 'N', 'EY', 'SH', 'AH', 'N']","['nom', 'in', 'a', 'tion']","['n', 'omination']",0.4,1.17e-05,"[27, 1, 26, 3, 27, 9, 32, 3]"
legitimate,"['L', 'AH', 'JH', 'IH', 'T', 'AH', 'M', 'AH', 'T']","['le', 'git', 'im', 'ate']","['leg', 'itimate']",0.4,1.66e-05,"[25, 3, 23, 10, 33, 3, 26, 3]"
geological,"['JH', 'IY', 'AH', 'L', 'AA', 'JH', 'IH', 'K', 'AH', 'L']","['geo', 'lo', 'gic', 'al']","['ge', 'ological']",0.4,6.61e-06,"[23, 11, 3, 25, 1, 23, 10, 24]"
yemen,"['Y', 'EH', 'M', 'AH', 'N']","['ye', 'men']","['y', 'emen']",0.4,7.59e-06,"[37, 7, 26, 3, 27, 0, 0, 0]"
ambassador,"['AE', 'M', 'B', 'AE', 'S', 'AH', 'D', 'ER']","['am', 'bas', 'sad', 'or']","['amb', 'assador']",0.4,2.24e-05,"[2, 26, 16, 2, 31, 3, 18, 8]"
manufacturers,"['M', 'AE', 'N', 'Y', 'AH', 'F', 'AE', 'K', 'CH', 'ER', 'ER', 'Z']","['man', 'u', 'fac', 'tur', 'ers']","['manufact', 'urers']",0.38461538461538464,2.24e-05,"[26, 2, 27, 37, 3, 20, 2, 24]"
consolidation,"['K', 'AH', 'N', 'S', 'AA', 'L', 'AH', 'D', 'EY', 'SH', 'AH', 'N']","['con', 'sol', 'id', 'a', 'tion']","['cons', 'olidation']",0.38461538461538464,5.13e-06,"[24, 3, 27, 31, 1, 25, 3, 18]"
accreditation,"['AH', 'K', 'R', 'EH', 'D', 'AH', 'T', 'EY', 'SH', 'AH', 'N']","['ac', 'cred', 'it', 'a', 'tion']","['acc', 'reditation']",0.38461538461538464,3.47e-06,"[3, 24, 30, 7, 18, 3, 33, 9]"
hometown,"['HH', 'OW', 'M', 'T', 'AW', 'N']","['ho', 'met', 'own']","['home', 'town']",0.375,8.13e-06,"[22, 12, 26, 33, 5, 27, 0, 0]"
zimbabwe,"['Z', 'IH', 'M', 'B', 'AA', 'B', 'W', 'EY']","['zi', 'm', 'b', 'ab', 'we']","['zim', 'babwe']",0.375,5.37e-06,"[38, 10, 26, 16, 1, 16, 36, 9]"
vibrator,"['V', 'AY', 'B', 'R', 'EY', 'T', 'ER']","['vi', 'brat', 'or']","['vibr', 'ator']",0.375,1.29e-06,"[35, 6, 16, 30, 9, 33, 8, 0]"
develops,"['D', 'IH', 'V', 'EH', 'L', 'AH', 'P', 'S']","['de', 'vel', 'ops']","['develop', 's']",0.375,7.76e-06,"[18, 10, 35, 7, 25, 3, 29, 31]"
tanzania,"['T', 'AE', 'N', 'Z', 'EY', 'N', 'IY', 'AH']","['tan', 'zania']","['t', 'anz', 'ania']",0.375,3.72e-06,"[33, 2, 27, 38, 9, 27, 11, 3]"
mcdonald,"['M', 'AH', 'K', 'D', 'AA', 'N', 'AH', 'L', 'D']","['mc', 'don', 'ald']","['m', 'cdonald']",0.375,5.89e-06,"[26, 3, 24, 18, 1, 27, 3, 25]"
remedies,"['R', 'EH', 'M', 'AH', 'D', 'IY', 'Z']","['rem', 'ed', 'ies']","['reme', 'dies']",0.375,6.76e-06,"[30, 7, 26, 3, 18, 11, 38, 0]"
imperial,"['IH', 'M', 'P', 'IH', 'R', 'IY', 'AH', 'L']","['im', 'per', 'i', 'al']",['imperial'],0.375,1.62e-05,"[10, 26, 29, 10, 30, 11, 3, 25]"
ceremony,"['S', 'EH', 'R', 'AH', 'M', 'OW', 'N', 'IY']","['ce', 're', 'mony']","['cer', 'emony']",0.375,2.63e-05,"[31, 7, 30, 3, 26, 12, 27, 11]"
slovenia,"['S', 'L', 'OW', 'V', 'IY', 'N', 'IY', 'AH']","['slov', 'e', 'nia']","['slo', 'venia']",0.375,2.57e-06,"[31, 25, 12, 35, 11, 27, 11, 3]"
annoying,"['AH', 'N', 'OY', 'IH', 'NG']","['an', 'noy', 'ing']","['anno', 'ying']",0.375,2.51e-05,"[3, 27, 13, 10, 28, 0, 0, 0]"
engaging,"['EH', 'N', 'G', 'EY', 'JH', 'IH', 'NG']","['en', 'ga', 'ging']","['eng', 'aging']",0.375,1.35e-05,"[7, 27, 21, 9, 23, 10, 28, 0]"
barbados,"['B', 'AA', 'R', 'B', 'EY', 'D', 'OW', 'S']","['bar', 'ba', 'dos']","['barb', 'ados']",0.375,3.16e-06,"[16, 1, 30, 16, 9, 18, 12, 31]"
relating,"['R', 'IH', 'L', 'EY', 'T', 'IH', 'NG']","['re', 'lat', 'ing']","['rel', 'ating']",0.375,1.62e-05,"[30, 10, 25, 9, 33, 10, 28, 0]"
attorney,"['AH', 'T', 'ER', 'N', 'IY']","['at', 'tor', 'ney']","['att', 'orney']",0.375,4.9e-05,"[3, 33, 8, 27, 11, 0, 0, 0]"
delivers,"['D', 'IH', 'L', 'IH', 'V', 'ER', 'Z']","['de', 'liv', 'ers']","['deli', 'vers']",0.375,7.24e-06,"[18, 10, 25, 10, 35, 8, 38, 0]"
annually,"['AE', 'N', 'Y', 'UW', 'AH', 'L', 'IY']","['an', 'nu', 'ally']","['ann', 'ually']",0.375,1.45e-05,"[2, 27, 37, 15, 3, 25, 11, 0]"
responsibilities,"['R', 'IY', 'S', 'P', 'AA', 'N', 'S', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY', 'Z']","['re', 'spons', 'ib', 'il', 'it', 'ies']","['respon', 'sibilities']",0.375,1.41e-05,"[30, 11, 31, 29, 1, 27, 31, 3]"
familiar,"['F', 'AH', 'M', 'IH', 'L', 'Y', 'ER']","['fa', 'mil', 'i', 'ar']",['familiar'],0.375,4.07e-05,"[20, 3, 26, 10, 25, 37, 8, 0]"
exciting,"['IH', 'K', 'S', 'AY', 'T', 'IH', 'NG']","['ex', 'cit', 'ing']","['exc', 'iting']",0.375,3.47e-05,"[10, 24, 31, 6, 33, 10, 28, 0]"
dentists,"['D', 'EH', 'N', 'T', 'AH', 'S', 'T', 'S']","['dent', 'ists']","['d', 'enti', 'sts']",0.375,2.09e-06,"[18, 7, 27, 33, 3, 31, 33, 31]"
exterior,"['IH', 'K', 'S', 'T', 'IH', 'R', 'IY', 'ER']","['ex', 'ter', 'i', 'or']",['exterior'],0.375,8.13e-06,"[10, 24, 31, 33, 10, 30, 11, 8]"
material,"['M', 'AH', 'T', 'IH', 'R', 'IY', 'AH', 'L']","['ma', 'ter', 'i', 'al']",['material'],0.375,8.91e-05,"[26, 3, 33, 10, 30, 11, 3, 25]"
colonial,"['K', 'AH', 'L', 'OW', 'N', 'IY', 'AH', 'L']","['co', 'lo', 'ni', 'al']",['colonial'],0.375,1.48e-05,"[24, 3, 25, 12, 27, 11, 3, 25]"
survivor,"['S', 'ER', 'V', 'AY', 'V', 'ER']","['sur', 'viv', 'or']","['survi', 'vor']",0.375,1e-05,"[31, 8, 35, 6, 35, 8, 0, 0]"
superior,"['S', 'UW', 'P', 'IH', 'R', 'IY', 'ER']","['su', 'per', 'i', 'or']",['superior'],0.375,2.88e-05,"[31, 15, 29, 10, 30, 11, 8, 0]"
bachelor,"['B', 'AE', 'CH', 'AH', 'L', 'ER']","['bach', 'el', 'or']","['b', 'achelor']",0.375,9.33e-06,"[16, 2, 17, 3, 25, 8, 0, 0]"
focusing,"['F', 'OW', 'K', 'AH', 'S', 'IH', 'NG']","['fo', 'cus', 'ing']","['f', 'ocusing']",0.375,1.78e-05,"[20, 12, 24, 3, 31, 10, 28, 0]"
relative,"['R', 'EH', 'L', 'AH', 'T', 'IH', 'V']","['re', 'l', 'at', 'ive']",['relative'],0.375,3.02e-05,"[30, 7, 25, 3, 33, 10, 35, 0]"
operator,"['AA', 'P', 'ER', 'EY', 'T', 'ER']","['op', 'er', 'at', 'or']",['operator'],0.375,2.09e-05,"[1, 29, 8, 9, 33, 8, 0, 0]"
position,"['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N']","['po', 's', 'i', 'tion']",['position'],0.375,0.000162,"[29, 3, 38, 10, 32, 3, 27, 0]"
behavior,"['B', 'IH', 'HH', 'EY', 'V', 'Y', 'ER']","['be', 'ha', 'vi', 'or']",['behavior'],0.375,4.9e-05,"[16, 10, 22, 9, 35, 37, 8, 0]"
ensuring,"['EH', 'N', 'SH', 'UH', 'R', 'IH', 'NG']","['en', 'sur', 'ing']","['ens', 'uring']",0.375,1e-05,"[7, 27, 32, 14, 30, 10, 28, 0]"
savannah,"['S', 'AH', 'V', 'AE', 'N', 'AH']","['sa', 'van', 'nah']","['s', 'avannah']",0.375,4.17e-06,"[31, 3, 35, 2, 27, 3, 0, 0]"
hawaiian,"['HH', 'AH', 'W', 'AY', 'AH', 'N']","['hawaii', 'an']","['haw', 'ai', 'ian']",0.375,4.79e-06,"[22, 3, 36, 6, 3, 27, 0, 0]"
civilian,"['S', 'AH', 'V', 'IH', 'L', 'Y', 'AH', 'N']","['ci', 'vil', 'ian']","['civi', 'lian']",0.375,1.7e-05,"[31, 3, 35, 10, 25, 37, 3, 27]"
medieval,"['M', 'IH', 'D', 'IY', 'V', 'AH', 'L']","['me', 'di', 'ev', 'al']",['medieval'],0.375,1.12e-05,"[26, 10, 18, 11, 35, 3, 25, 0]"
tomatoes,"['T', 'AH', 'M', 'EY', 'T', 'OW', 'Z']","['to', 'ma', 'toes']","['tomato', 'es']",0.375,7.94e-06,"[33, 3, 26, 9, 33, 12, 38, 0]"
legislature,"['L', 'EH', 'JH', 'AH', 'S', 'L', 'EY', 'CH', 'ER']","['le', 'gis', 'lature']","['leg', 'isl', 'ature']",0.36363636363636365,1.45e-05,"[25, 7, 23, 3, 31, 25, 9, 17]"
atmospheric,"['AE', 'T', 'M', 'AH', 'S', 'F', 'EH', 'R', 'IH', 'K']","['at', 'mo', 'spher', 'ic']","['atmos', 'pheric']",0.36363636363636365,6.92e-06,"[2, 33, 26, 3, 31, 20, 7, 30]"
operational,"['AA', 'P', 'ER', 'EY', 'SH', 'AH', 'N', 'AH', 'L']","['op', 'er', 'a', 'tion', 'al']",['operational'],0.36363636363636365,1.62e-05,"[1, 29, 8, 9, 32, 3, 27, 3]"
calculators,"['K', 'AE', 'L', 'K', 'Y', 'AH', 'L', 'EY', 'T', 'ER', 'Z']","['cal', 'cu', 'lat', 'ors']","['calcul', 'ators']",0.36363636363636365,9.55e-07,"[24, 2, 25, 24, 37, 3, 25, 9]"
positioning,"['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N', 'IH', 'NG']","['po', 's', 'i', 'tion', 'ing']",['positioning'],0.36363636363636365,5.37e-06,"[29, 3, 38, 10, 32, 3, 27, 10]"
legislative,"['L', 'EH', 'JH', 'AH', 'S', 'L', 'EY', 'T', 'IH', 'V']","['le', 'gis', 'lat', 'ive']","['leg', 'islative']",0.36363636363636365,2.09e-05,"[25, 7, 23, 3, 31, 25, 9, 33]"
manufacture,"['M', 'AE', 'N', 'Y', 'AH', 'F', 'AE', 'K', 'CH', 'ER']","['man', 'u', 'fac', 'ture']","['manufact', 'ure']",0.36363636363636365,9.55e-06,"[26, 2, 27, 37, 3, 20, 2, 24]"
refurbished,"['R', 'IY', 'F', 'ER', 'B', 'IH', 'SH', 'T']","['re', 'fur', 'bished']","['ref', 'urb', 'ished']",0.36363636363636365,2.45e-06,"[30, 11, 20, 8, 16, 10, 32, 33]"
celebration,"['S', 'EH', 'L', 'AH', 'B', 'R', 'EY', 'SH', 'AH', 'N']","['cel', 'eb', 'ra', 'tion']","['celebr', 'ation']",0.36363636363636365,1.95e-05,"[31, 7, 25, 3, 16, 30, 9, 32]"
utilization,"['Y', 'UW', 'T', 'AH', 'L', 'AH', 'Z', 'EY', 'SH', 'AH', 'N']","['util', 'iz', 'a', 'tion']","['uti', 'lization']",0.36363636363636365,3.16e-06,"[37, 15, 33, 3, 25, 3, 38, 9]"
restoration,"['R', 'EH', 'S', 'T', 'ER', 'EY', 'SH', 'AH', 'N']","['res', 'tor', 'a', 'tion']","['rest', 'oration']",0.36363636363636365,1.29e-05,"[30, 7, 31, 33, 8, 9, 32, 3]"
syndication,"['S', 'IH', 'N', 'D', 'IH', 'K', 'EY', 'SH', 'AH', 'N']","['syn', 'dic', 'a', 'tion']","['synd', 'ication']",0.36363636363636365,6.31e-07,"[31, 10, 27, 18, 10, 24, 9, 32]"
competitors,"['K', 'AH', 'M', 'P', 'EH', 'T', 'AH', 'T', 'ER', 'Z']","['com', 'pet', 'it', 'ors']","['competi', 'tors']",0.36363636363636365,1.29e-05,"[24, 3, 26, 29, 7, 33, 3, 33]"
eligibility,"['EH', 'L', 'IH', 'JH', 'AH', 'B', 'IH', 'L', 'IH', 'T', 'IY']","['eli', 'gib', 'il', 'ity']","['e', 'ligibility']",0.36363636363636365,5.62e-06,"[7, 25, 10, 23, 3, 16, 10, 25]"
theoretical,"['TH', 'IY', 'ER', 'EH', 'T', 'IH', 'K', 'AH', 'L']","['the', 'or', 'et', 'ic', 'al']",['theoretical'],0.36363636363636365,1.02e-05,"[34, 11, 8, 7, 33, 10, 24, 3]"
occupations,"['AA', 'K', 'Y', 'AH', 'P', 'EY', 'SH', 'AH', 'N', 'Z']","['oc', 'cu', 'pa', 'tions']","['occup', 'ations']",0.36363636363636365,2.75e-06,"[1, 24, 37, 3, 29, 9, 32, 3]"
sponsorship,"['S', 'P', 'AA', 'N', 'S', 'ER', 'SH', 'IH', 'P']","['spon', 'sor', 'ship']","['sp', 'ons', 'orship']",0.36363636363636365,5.25e-06,"[31, 29, 1, 27, 31, 8, 32, 10]"
examination,"['IH', 'G', 'Z', 'AE', 'M', 'AH', 'N', 'EY', 'SH', 'AH', 'N']","['ex', 'am', 'in', 'a', 'tion']",['examination'],0.36363636363636365,1.82e-05,"[10, 21, 38, 2, 26, 3, 27, 9]"
magnificent,"['M', 'AE', 'G', 'N', 'IH', 'F', 'AH', 'S', 'AH', 'N', 'T']","['mag', 'ni', 'fi', 'cent']","['magn', 'ificent']",0.36363636363636365,1.1e-05,"[26, 2, 21, 27, 10, 20, 3, 31]"
cholesterol,"['K', 'AH', 'L', 'EH', 'S', 'T', 'ER', 'AO', 'L']","['cho', 'les', 'ter', 'ol']","['ch', 'olesterol']",0.36363636363636365,5.25e-06,"[24, 3, 25, 7, 31, 33, 8, 4]"
connecticut,"['K', 'AH', 'N', 'EH', 'T', 'AH', 'K', 'AH', 'T']","['con', 'necti', 'c', 'ut']","['conne', 'cticut']",0.36363636363636365,1.29e-05,"[24, 3, 27, 7, 33, 3, 24, 3]"
organizational,"['AO', 'R', 'G', 'AH', 'N', 'AH', 'Z', 'EY', 'SH', 'AH', 'N', 'AH', 'L']","['or', 'gan', 'iz', 'a', 'tion', 'al']",['organizational'],0.35714285714285715,6.76e-06,"[4, 30, 21, 3, 27, 3, 38, 9]"
administrators,"['AE', 'D', 'M', 'IH', 'N', 'IH', 'S', 'T', 'R', 'EY', 'T', 'ER', 'Z']","['ad', 'min', 'is', 'trat', 'ors']","['administ', 'rators']",0.35714285714285715,7.08e-06,"[2, 18, 26, 10, 27, 10, 31, 33]"
cardiovascular,"['K', 'AA', 'R', 'D', 'IY', 'OW', 'V', 'AE', 'S', 'K', 'Y', 'AH', 'L', 'ER']","['car', 'di', 'ovas', 'cu', 'lar']","['cardio', 'vascular']",0.35714285714285715,4.79e-06,"[24, 1, 30, 18, 11, 12, 35, 2]"
constitutional,"['K', 'AA', 'N', 'S', 'T', 'AH', 'T', 'UW', 'SH', 'AH', 'N', 'AH', 'L']","['con', 'sti', 'tu', 'tion', 'al']","['cons', 'titutional']",0.35714285714285715,2.14e-05,"[24, 1, 27, 31, 33, 3, 33, 15]"
rebate,"['R', 'IY', 'B', 'EY', 'T']","['re', 'bate']","['reb', 'ate']",0.3333333333333333,2.04e-06,"[30, 11, 16, 9, 33, 0, 0, 0]"
modems,"['M', 'OW', 'D', 'AH', 'M', 'Z']","['mo', 'dems']","['mode', 'ms']",0.3333333333333333,5.13e-07,"[26, 12, 18, 3, 26, 38, 0, 0]"
bother,"['B', 'AA', 'DH', 'ER']","['both', 'er']","['bo', 'ther']",0.3333333333333333,2.45e-05,"[16, 1, 19, 8, 0, 0, 0, 0]"
newark,"['N', 'UW', 'ER', 'K']","['ne', 'wark']","['new', 'ark']",0.3333333333333333,5.5e-06,"[27, 15, 8, 24, 0, 0, 0, 0]"
robbie,"['R', 'AA', 'B', 'IY']","['rob', 'bie']","['ro', 'bbie']",0.3333333333333333,6.92e-06,"[30, 1, 16, 11, 0, 0, 0, 0]"
implications,"['IH', 'M', 'P', 'L', 'AH', 'K', 'EY', 'SH', 'AH', 'N', 'Z']","['im', 'plic', 'a', 'tions']","['imp', 'lications']",0.3333333333333333,1.26e-05,"[10, 26, 29, 25, 3, 24, 9, 32]"
deputy,"['D', 'EH', 'P', 'Y', 'AH', 'T', 'IY']",['deputy'],"['de', 'put', 'y']",0.3333333333333333,3.55e-05,"[18, 7, 29, 37, 3, 33, 11, 0]"
essays,"['EH', 'S', 'EY', 'Z']","['es', 'says']","['ess', 'ays']",0.3333333333333333,1.2e-05,"[7, 31, 9, 38, 0, 0, 0, 0]"
gordon,"['G', 'AO', 'R', 'D', 'AH', 'N']","['gor', 'don']","['g', 'ordon']",0.3333333333333333,2.34e-05,"[21, 4, 30, 18, 3, 27, 0, 0]"
viagra,"['V', 'IY', 'AE', 'G', 'R', 'AH']","['via', 'gra']","['vi', 'agra']",0.3333333333333333,1.74e-06,"[35, 11, 2, 21, 30, 3, 0, 0]"
positions,"['P', 'AH', 'Z', 'IH', 'SH', 'AH', 'N', 'Z']","['po', 's', 'i', 'tions']",['positions'],0.3333333333333333,4.27e-05,"[29, 3, 38, 10, 32, 3, 27, 38]"
