word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
sealed,"['S', 'IY', 'L', 'D']",['sealed'],['sealed'],0.0,1.32e-05,"[31, 11, 25, 18, 0, 0, 0, 0]"
den,"['D', 'EH', 'N']",['den'],['den'],0.0,1.02e-05,"[18, 7, 27, 0, 0, 0, 0, 0]"
icons,"['AY', 'K', 'AA', 'N', 'Z']",['icons'],['icons'],0.0,5.5e-06,"[6, 24, 1, 27, 38, 0, 0, 0]"
mill,"['M', 'IH', 'L']",['mill'],['mill'],0.0,2.4e-05,"[26, 10, 25, 0, 0, 0, 0, 0]"
boost,"['B', 'UW', 'S', 'T']",['boost'],['boost'],0.0,2.57e-05,"[16, 15, 31, 33, 0, 0, 0, 0]"
balls,"['B', 'AO', 'L', 'Z']",['balls'],['balls'],0.0,3.31e-05,"[16, 4, 25, 38, 0, 0, 0, 0]"
scenes,"['S', 'IY', 'N', 'Z']",['scenes'],['scenes'],0.0,3.8e-05,"[31, 11, 27, 38, 0, 0, 0, 0]"
fred,"['F', 'R', 'EH', 'D']",['fred'],['fred'],0.0,1.62e-05,"[20, 30, 7, 18, 0, 0, 0, 0]"
loaded,"['L', 'OW', 'D', 'AH', 'D']",['loaded'],['loaded'],0.0,1.78e-05,"[25, 12, 18, 3, 18, 0, 0, 0]"
thai,"['T', 'AY']",['thai'],['thai'],0.0,1.48e-05,"[33, 6, 0, 0, 0, 0, 0, 0]"
keeps,"['K', 'IY', 'P', 'S']",['keeps'],['keeps'],0.0,4.68e-05,"[24, 11, 29, 31, 0, 0, 0, 0]"
deputy,"['D', 'EH', 'P', 'Y', 'AH', 'T', 'IY']",['deputy'],['deputy'],0.0,3.55e-05,"[18, 7, 29, 37, 3, 33, 11, 0]"
hunt,"['HH', 'AH', 'N', 'T']",['hunt'],['hunt'],0.0,3.09e-05,"[22, 3, 27, 33, 0, 0, 0, 0]"
sensor,"['S', 'EH', 'N', 'S', 'ER']",['sensor'],['sensor'],0.0,8.32e-06,"[31, 7, 27, 31, 8, 0, 0, 0]"
folks,"['F', 'OW', 'K', 'S']",['folks'],['folks'],0.0,3.89e-05,"[20, 12, 24, 31, 0, 0, 0, 0]"
pills,"['P', 'IH', 'L', 'Z']",['pills'],['pills'],0.0,1.12e-05,"[29, 10, 25, 38, 0, 0, 0, 0]"
candy,"['K', 'AE', 'N', 'D', 'IY']",['candy'],['candy'],0.0,1.95e-05,"[24, 2, 27, 18, 11, 0, 0, 0]"
partly,"['P', 'AA', 'R', 'T', 'L', 'IY']",['partly'],['partly'],0.0,2e-05,"[29, 1, 30, 33, 25, 11, 0, 0]"
tokyo,"['T', 'OW', 'K', 'IY', 'OW']",['tokyo'],['tokyo'],0.0,1.86e-05,"[33, 12, 24, 11, 12, 0, 0, 0]"
shopper,"['SH', 'AA', 'P', 'ER']","['shop', 'per']","['shop', '##per']",0.0,1.55e-06,"[32, 1, 29, 8, 0, 0, 0, 0]"
tough,"['T', 'AH', 'F']",['tough'],['tough'],0.0,5.89e-05,"[33, 3, 20, 0, 0, 0, 0, 0]"
shorts,"['SH', 'AO', 'R', 'T', 'S']",['shorts'],['shorts'],0.0,1.17e-05,"[32, 4, 30, 33, 31, 0, 0, 0]"
solve,"['S', 'AA', 'L', 'V']",['solve'],['solve'],0.0,2.63e-05,"[31, 1, 25, 35, 0, 0, 0, 0]"
churches,"['CH', 'ER', 'CH', 'AH', 'Z']",['churches'],['churches'],0.0,1.86e-05,"[17, 8, 17, 3, 38, 0, 0, 0]"
craig,"['K', 'R', 'EY', 'G']",['craig'],['craig'],0.0,1.51e-05,"[24, 30, 9, 21, 0, 0, 0, 0]"
billy,"['B', 'IH', 'L', 'IY']",['billy'],['billy'],0.0,2.14e-05,"[16, 10, 25, 11, 0, 0, 0, 0]"
chest,"['CH', 'EH', 'S', 'T']",['chest'],['chest'],0.0,3.31e-05,"[17, 7, 31, 33, 0, 0, 0, 0]"
lie,"['L', 'AY']",['lie'],['lie'],0.0,6.92e-05,"[25, 6, 0, 0, 0, 0, 0, 0]"
gonna,"['G', 'AA', 'N', 'AH']",['gonna'],['gonna'],0.0,0.000195,"[21, 1, 27, 3, 0, 0, 0, 0]"
roberts,"['R', 'AA', 'B', 'ER', 'T', 'S']",['roberts'],['roberts'],0.0,1.45e-05,"[30, 1, 16, 8, 33, 31, 0, 0]"
kate,"['K', 'EY', 'T']",['kate'],['kate'],0.0,2.19e-05,"[24, 9, 33, 0, 0, 0, 0, 0]"
wooden,"['W', 'UH', 'D', 'AH', 'N']",['wooden'],['wooden'],0.0,2.14e-05,"[36, 14, 18, 3, 27, 0, 0, 0]"
bread,"['B', 'R', 'EH', 'D']",['bread'],['bread'],0.0,3.16e-05,"[16, 30, 7, 18, 0, 0, 0, 0]"
ourselves,"['AW', 'ER', 'S', 'EH', 'L', 'V', 'Z']",['ourselves'],['ourselves'],0.0,4.17e-05,"[5, 8, 31, 7, 25, 35, 38, 0]"
labs,"['L', 'AE', 'B', 'Z']",['labs'],['labs'],0.0,6.61e-06,"[25, 2, 16, 38, 0, 0, 0, 0]"
roses,"['R', 'OW', 'Z', 'IH', 'Z']",['roses'],['roses'],0.0,1.02e-05,"[30, 12, 38, 10, 38, 0, 0, 0]"
burn,"['B', 'ER', 'N']",['burn'],['burn'],0.0,3.39e-05,"[16, 8, 27, 0, 0, 0, 0, 0]"
trained,"['T', 'R', 'EY', 'N', 'D']",['trained'],['trained'],0.0,3.8e-05,"[33, 30, 9, 27, 18, 0, 0, 0]"
pound,"['P', 'AW', 'N', 'D']",['pound'],['pound'],0.0,2.09e-05,"[29, 5, 27, 18, 0, 0, 0, 0]"
poems,"['P', 'OW', 'AH', 'M', 'Z']",['poems'],['poems'],0.0,1.29e-05,"[29, 12, 3, 26, 38, 0, 0, 0]"
gnome,"['N', 'OW', 'M']",['gnome'],['gnome'],0.0,1.58e-06,"[27, 12, 26, 0, 0, 0, 0, 0]"
stones,"['S', 'T', 'OW', 'N', 'Z']",['stones'],['stones'],0.0,2.04e-05,"[31, 33, 12, 27, 38, 0, 0, 0]"
wash,"['W', 'AA', 'SH']",['wash'],['wash'],0.0,2.88e-05,"[36, 1, 32, 0, 0, 0, 0, 0]"
powder,"['P', 'AW', 'D', 'ER']",['powder'],['powder'],0.0,1.78e-05,"[29, 5, 18, 8, 0, 0, 0, 0]"
winds,"['W', 'IH', 'N', 'D', 'Z']",['winds'],['winds'],0.0,1.66e-05,"[36, 10, 27, 18, 38, 0, 0, 0]"
sur,"['S', 'ER']",['sur'],['sur'],0.0,5.01e-06,"[31, 8, 0, 0, 0, 0, 0, 0]"
stages,"['S', 'T', 'EY', 'JH', 'AH', 'Z']",['stages'],['stages'],0.0,2.69e-05,"[31, 33, 9, 23, 3, 38, 0, 0]"
equipped,"['IH', 'K', 'W', 'IH', 'P', 'T']",['equipped'],['equipped'],0.0,1.91e-05,"[10, 24, 36, 10, 29, 33, 0, 0]"
collins,"['K', 'AA', 'L', 'IH', 'N', 'Z']",['collins'],['collins'],0.0,1.41e-05,"[24, 1, 25, 10, 27, 38, 0, 0]"
roots,"['R', 'UW', 'T', 'S']",['roots'],['roots'],0.0,2.19e-05,"[30, 15, 33, 31, 0, 0, 0, 0]"
swedish,"['S', 'W', 'IY', 'D', 'IH', 'SH']",['swedish'],['swedish'],0.0,1.62e-05,"[31, 36, 11, 18, 10, 32, 0, 0]"
spin,"['S', 'P', 'IH', 'N']",['spin'],['spin'],0.0,2.4e-05,"[31, 29, 10, 27, 0, 0, 0, 0]"
elite,"['IH', 'L', 'IY', 'T']",['elite'],['elite'],0.0,2.51e-05,"[10, 25, 11, 33, 0, 0, 0, 0]"
philip,"['F', 'IH', 'L', 'AH', 'P']",['philip'],['philip'],0.0,1.91e-05,"[20, 10, 25, 3, 29, 0, 0, 0]"
payday,"['P', 'EY', 'D', 'EY']","['pay', 'day']","['pay', '##day']",0.0,4.07e-06,"[29, 9, 18, 9, 0, 0, 0, 0]"
mint,"['M', 'IH', 'N', 'T']",['mint'],['mint'],0.0,8.32e-06,"[26, 10, 27, 33, 0, 0, 0, 0]"
shoot,"['SH', 'UW', 'T']",['shoot'],['shoot'],0.0,5.37e-05,"[32, 15, 33, 0, 0, 0, 0, 0]"
seeker,"['S', 'IY', 'K', 'ER']",['seeker'],['seeker'],0.0,2.57e-06,"[31, 11, 24, 8, 0, 0, 0, 0]"
dated,"['D', 'EY', 'T', 'IH', 'D']",['dated'],['dated'],0.0,1.95e-05,"[18, 9, 33, 10, 18, 0, 0, 0]"
pending,"['P', 'EH', 'N', 'D', 'IH', 'NG']",['pending'],['pending'],0.0,1.05e-05,"[29, 7, 27, 18, 10, 28, 0, 0]"
routine,"['R', 'UW', 'T', 'IY', 'N']",['routine'],['routine'],0.0,2.34e-05,"[30, 15, 33, 11, 27, 0, 0, 0]"
slots,"['S', 'L', 'AA', 'T', 'S']",['slots'],['slots'],0.0,6.76e-06,"[31, 25, 1, 33, 31, 0, 0, 0]"
answered,"['AE', 'N', 'S', 'ER', 'D']",['answered'],['answered'],0.0,2.09e-05,"[2, 27, 31, 8, 18, 0, 0, 0]"
jam,"['JH', 'AE', 'M']",['jam'],['jam'],0.0,1.48e-05,"[23, 2, 26, 0, 0, 0, 0, 0]"
cooper,"['K', 'UW', 'P', 'ER']",['cooper'],['cooper'],0.0,1.82e-05,"[24, 15, 29, 8, 0, 0, 0, 0]"
triple,"['T', 'R', 'IH', 'P', 'AH', 'L']",['triple'],['triple'],0.0,2.04e-05,"[33, 30, 10, 29, 3, 25, 0, 0]"
soap,"['S', 'OW', 'P']",['soap'],['soap'],0.0,1.51e-05,"[31, 12, 29, 0, 0, 0, 0, 0]"
kennedy,"['K', 'EH', 'N', 'AH', 'D', 'IY']",['kennedy'],['kennedy'],0.0,1.91e-05,"[24, 7, 27, 3, 18, 11, 0, 0]"
corp,"['K', 'AO', 'R', 'P']",['corp'],['corp'],0.0,1.86e-05,"[24, 4, 30, 29, 0, 0, 0, 0]"
meta,"['M', 'IY', 'T', 'AH']",['meta'],['meta'],0.0,5.5e-06,"[26, 11, 33, 3, 0, 0, 0, 0]"
earned,"['ER', 'N', 'D']",['earned'],['earned'],0.0,3.55e-05,"[8, 27, 18, 0, 0, 0, 0, 0]"
aims,"['EY', 'M', 'Z']",['aims'],['aims'],0.0,1.62e-05,"[9, 26, 38, 0, 0, 0, 0, 0]"
loose,"['L', 'UW', 'S']",['loose'],['loose'],0.0,2.88e-05,"[25, 15, 31, 0, 0, 0, 0, 0]"
knight,"['N', 'AY', 'T']",['knight'],['knight'],0.0,1.91e-05,"[27, 6, 33, 0, 0, 0, 0, 0]"
loves,"['L', 'AH', 'V', 'Z']",['loves'],['loves'],0.0,4.57e-05,"[25, 3, 35, 38, 0, 0, 0, 0]"
shore,"['SH', 'AO', 'R']",['shore'],['shore'],0.0,2.14e-05,"[32, 4, 30, 0, 0, 0, 0, 0]"
rev,"['R', 'EH', 'V']",['rev'],['rev'],0.0,1.32e-05,"[30, 7, 35, 0, 0, 0, 0, 0]"
noble,"['N', 'OW', 'B', 'AH', 'L']",['noble'],['noble'],0.0,1.74e-05,"[27, 12, 16, 3, 25, 0, 0, 0]"
grounds,"['G', 'R', 'AW', 'N', 'D', 'Z']",['grounds'],['grounds'],0.0,2.69e-05,"[21, 30, 5, 27, 18, 38, 0, 0]"
slip,"['S', 'L', 'IH', 'P']",['slip'],['slip'],0.0,1.91e-05,"[31, 25, 10, 29, 0, 0, 0, 0]"
proven,"['P', 'R', 'UW', 'V', 'AH', 'N']",['proven'],['proven'],0.0,2.14e-05,"[29, 30, 15, 35, 3, 27, 0, 0]"
barry,"['B', 'AE', 'R', 'IY']",['barry'],['barry'],0.0,1.82e-05,"[16, 2, 30, 11, 0, 0, 0, 0]"
wright,"['R', 'AY', 'T']",['wright'],['wright'],0.0,1.58e-05,"[30, 6, 33, 0, 0, 0, 0, 0]"
pot,"['P', 'AA', 'T']",['pot'],['pot'],0.0,2.51e-05,"[29, 1, 33, 0, 0, 0, 0, 0]"
hurt,"['HH', 'ER', 'T']",['hurt'],['hurt'],0.0,8.71e-05,"[22, 8, 33, 0, 0, 0, 0, 0]"
meal,"['M', 'IY', 'L']",['meal'],['meal'],0.0,3.02e-05,"[26, 11, 25, 0, 0, 0, 0, 0]"
kick,"['K', 'IH', 'K']",['kick'],['kick'],0.0,5.25e-05,"[24, 10, 24, 0, 0, 0, 0, 0]"
fits,"['F', 'IH', 'T', 'S']",['fits'],['fits'],0.0,1.86e-05,"[20, 10, 33, 31, 0, 0, 0, 0]"
quarterly,"['K', 'W', 'AO', 'R', 'T', 'ER', 'L', 'IY']",['quarterly'],['quarterly'],0.0,9.77e-06,"[24, 36, 4, 30, 33, 8, 25, 11]"
samuel,"['S', 'AE', 'M', 'Y', 'UW', 'L']",['samuel'],['samuel'],0.0,1.55e-05,"[31, 2, 26, 37, 15, 25, 0, 0]"
cal,"['K', 'AE', 'L']",['cal'],['cal'],0.0,1.02e-05,"[24, 2, 25, 0, 0, 0, 0, 0]"
rugby,"['R', 'AH', 'G', 'B', 'IY']",['rugby'],['rugby'],0.0,2.51e-05,"[30, 3, 21, 16, 11, 0, 0, 0]"
slowly,"['S', 'L', 'OW', 'L', 'IY']",['slowly'],['slowly'],0.0,4.27e-05,"[31, 25, 12, 25, 11, 0, 0, 0]"
wolf,"['W', 'UH', 'L', 'F']",['wolf'],['wolf'],0.0,2.24e-05,"[36, 14, 25, 20, 0, 0, 0, 0]"
sad,"['S', 'AE', 'D']",['sad'],['sad'],0.0,6.92e-05,"[31, 2, 18, 0, 0, 0, 0, 0]"
compaq,"['K', 'AA', 'M', 'P', 'AE', 'K']","['com', 'paq']","['com', '##pa', '##q']",0.0,5.5e-07,"[24, 1, 26, 29, 2, 24, 0, 0]"
jimmy,"['JH', 'IH', 'M', 'IY']",['jimmy'],['jimmy'],0.0,2.75e-05,"[23, 10, 26, 11, 0, 0, 0, 0]"
charlie,"['CH', 'AA', 'R', 'L', 'IY']",['charlie'],['charlie'],0.0,2.69e-05,"[17, 1, 30, 25, 11, 0, 0, 0]"
swing,"['S', 'W', 'IH', 'NG']",['swing'],['swing'],0.0,2.19e-05,"[31, 36, 10, 28, 0, 0, 0, 0]"
theft,"['TH', 'EH', 'F', 'T']",['theft'],['theft'],0.0,1.35e-05,"[34, 7, 20, 33, 0, 0, 0, 0]"
pill,"['P', 'IH', 'L']",['pill'],['pill'],0.0,1.07e-05,"[29, 10, 25, 0, 0, 0, 0, 0]"
caps,"['K', 'AE', 'P', 'S']",['caps'],['caps'],0.0,1.41e-05,"[24, 2, 29, 31, 0, 0, 0, 0]"
egg,"['EH', 'G']",['egg'],['egg'],0.0,2.88e-05,"[7, 21, 0, 0, 0, 0, 0, 0]"
manga,"['M', 'AE', 'NG', 'G', 'AH']",['manga'],['manga'],0.0,9.33e-06,"[26, 2, 28, 21, 3, 0, 0, 0]"
sized,"['S', 'AY', 'Z', 'D']",['sized'],['sized'],0.0,1.86e-05,"[31, 6, 38, 18, 0, 0, 0, 0]"
mars,"['M', 'AA', 'R', 'Z']",['mars'],['mars'],0.0,1.86e-05,"[26, 1, 30, 38, 0, 0, 0, 0]"
nipples,"['N', 'IH', 'P', 'AH', 'L', 'Z']",['nipples'],['nipples'],0.0,3.89e-06,"[27, 10, 29, 3, 25, 38, 0, 0]"
laura,"['L', 'AO', 'R', 'AH']",['laura'],['laura'],0.0,1.74e-05,"[25, 4, 30, 3, 0, 0, 0, 0]"
pee,"['P', 'IY']",['pee'],['pee'],0.0,9.12e-06,"[29, 11, 0, 0, 0, 0, 0, 0]"
chapters,"['CH', 'AE', 'P', 'T', 'ER', 'Z']",['chapters'],['chapters'],0.0,1.26e-05,"[17, 2, 29, 33, 8, 38, 0, 0]"
cuts,"['K', 'AH', 'T', 'S']",['cuts'],['cuts'],0.0,2.63e-05,"[24, 3, 33, 31, 0, 0, 0, 0]"
kenya,"['K', 'EH', 'N', 'Y', 'AH']",['kenya'],['kenya'],0.0,1.35e-05,"[24, 7, 27, 37, 3, 0, 0, 0]"
cherry,"['CH', 'EH', 'R', 'IY']",['cherry'],['cherry'],0.0,1.51e-05,"[17, 7, 30, 11, 0, 0, 0, 0]"
grass,"['G', 'R', 'AE', 'S']",['grass'],['grass'],0.0,2.4e-05,"[21, 30, 2, 31, 0, 0, 0, 0]"
profits,"['P', 'R', 'AA', 'F', 'IH', 'T', 'S']",['profits'],['profits'],0.0,2.29e-05,"[29, 30, 1, 20, 10, 33, 31, 0]"
rpm,"['AA', 'R', 'P', 'IY', 'EH', 'M']",['rpm'],['rpm'],0.0,3.09e-06,"[1, 30, 29, 11, 7, 26, 0, 0]"
walls,"['W', 'AO', 'L', 'Z']",['walls'],['walls'],0.0,4.17e-05,"[36, 4, 25, 38, 0, 0, 0, 0]"
beast,"['B', 'IY', 'S', 'T']",['beast'],['beast'],0.0,1.95e-05,"[16, 11, 31, 33, 0, 0, 0, 0]"
kiss,"['K', 'IH', 'S']",['kiss'],['kiss'],0.0,3.8e-05,"[24, 10, 31, 0, 0, 0, 0, 0]"
roof,"['R', 'UW', 'F']",['roof'],['roof'],0.0,3.55e-05,"[30, 15, 20, 0, 0, 0, 0, 0]"
ian,"['IY', 'AH', 'N']",['ian'],['ian'],0.0,2.09e-05,"[11, 3, 27, 0, 0, 0, 0, 0]"
drawn,"['D', 'R', 'AO', 'N']",['drawn'],['drawn'],0.0,3.39e-05,"[18, 30, 4, 27, 0, 0, 0, 0]"
ward,"['W', 'AO', 'R', 'D']",['ward'],['ward'],0.0,2.34e-05,"[36, 4, 30, 18, 0, 0, 0, 0]"
tie,"['T', 'AY']",['tie'],['tie'],0.0,3.24e-05,"[33, 6, 0, 0, 0, 0, 0, 0]"
ebony,"['EH', 'B', 'AH', 'N', 'IY']",['ebony'],['ebony'],0.0,2.19e-06,"[7, 16, 3, 27, 11, 0, 0, 0]"
abroad,"['AH', 'B', 'R', 'AO', 'D']",['abroad'],['abroad'],0.0,2.45e-05,"[3, 16, 30, 4, 18, 0, 0, 0]"
dodge,"['D', 'AA', 'JH']",['dodge'],['dodge'],0.0,8.51e-06,"[18, 1, 23, 0, 0, 0, 0, 0]"
shock,"['SH', 'AA', 'K']",['shock'],['shock'],0.0,2.88e-05,"[32, 1, 24, 0, 0, 0, 0, 0]"
launched,"['L', 'AO', 'N', 'CH', 'T']",['launched'],['launched'],0.0,4.27e-05,"[25, 4, 27, 17, 33, 0, 0, 0]"
baker,"['B', 'EY', 'K', 'ER']",['baker'],['baker'],0.0,1.7e-05,"[16, 9, 24, 8, 0, 0, 0, 0]"
flags,"['F', 'L', 'AE', 'G', 'Z']",['flags'],['flags'],0.0,1.23e-05,"[20, 25, 2, 21, 38, 0, 0, 0]"
ear,"['IY', 'R']",['ear'],['ear'],0.0,2.69e-05,"[11, 30, 0, 0, 0, 0, 0, 0]"
adds,"['AE', 'D', 'Z']",['adds'],['adds'],0.0,2.4e-05,"[2, 18, 38, 0, 0, 0, 0, 0]"
kent,"['K', 'EH', 'N', 'T']",['kent'],['kent'],0.0,1.48e-05,"[24, 7, 27, 33, 0, 0, 0, 0]"
kings,"['K', 'IH', 'NG', 'Z']",['kings'],['kings'],0.0,2.57e-05,"[24, 10, 28, 38, 0, 0, 0, 0]"
closely,"['K', 'L', 'OW', 'S', 'L', 'IY']",['closely'],['closely'],0.0,3.39e-05,"[24, 25, 12, 31, 25, 11, 0, 0]"
yoga,"['Y', 'OW', 'G', 'AH']",['yoga'],['yoga'],0.0,1.58e-05,"[37, 12, 21, 3, 0, 0, 0, 0]"
jokes,"['JH', 'OW', 'K', 'S']",['jokes'],['jokes'],0.0,2.14e-05,"[23, 12, 24, 31, 0, 0, 0, 0]"
nashville,"['N', 'AE', 'SH', 'V', 'IH', 'L']",['nashville'],['nashville'],0.0,9.55e-06,"[27, 2, 32, 35, 10, 25, 0, 0]"
couples,"['K', 'AH', 'P', 'AH', 'L', 'Z']",['couples'],['couples'],0.0,2.19e-05,"[24, 3, 29, 3, 25, 38, 0, 0]"
phil,"['F', 'IH', 'L']",['phil'],['phil'],0.0,2.34e-05,"[20, 10, 25, 0, 0, 0, 0, 0]"
shoppers,"['SH', 'AA', 'P', 'ER', 'Z']","['shop', 'pers']","['shop', '##pers']",0.0,3.55e-06,"[32, 1, 29, 8, 38, 0, 0, 0]"
rico,"['R', 'IY', 'K', 'OW']",['rico'],['rico'],0.0,9.33e-06,"[30, 11, 24, 12, 0, 0, 0, 0]"
lamp,"['L', 'AE', 'M', 'P']",['lamp'],['lamp'],0.0,1.12e-05,"[25, 2, 26, 29, 0, 0, 0, 0]"
woods,"['W', 'UH', 'D', 'Z']",['woods'],['woods'],0.0,2.82e-05,"[36, 14, 18, 38, 0, 0, 0, 0]"
serves,"['S', 'ER', 'V', 'Z']",['serves'],['serves'],0.0,2.45e-05,"[31, 8, 35, 38, 0, 0, 0, 0]"
butt,"['B', 'AH', 'T']",['butt'],['butt'],0.0,1.91e-05,"[16, 3, 33, 0, 0, 0, 0, 0]"
vendors,"['V', 'EH', 'N', 'D', 'ER', 'Z']",['vendors'],['vendors'],0.0,5.89e-06,"[35, 7, 27, 18, 8, 38, 0, 0]"
cluster,"['K', 'L', 'AH', 'S', 'T', 'ER']",['cluster'],['cluster'],0.0,9.77e-06,"[24, 25, 3, 31, 33, 8, 0, 0]"
nearest,"['N', 'IH', 'R', 'AH', 'S', 'T']",['nearest'],['nearest'],0.0,1.29e-05,"[27, 10, 30, 3, 31, 33, 0, 0]"
ukraine,"['Y', 'UW', 'K', 'R', 'EY', 'N']",['ukraine'],['ukraine'],0.0,2.09e-05,"[37, 15, 24, 30, 9, 27, 0, 0]"
rush,"['R', 'AH', 'SH']",['rush'],['rush'],0.0,3.02e-05,"[30, 3, 32, 0, 0, 0, 0, 0]"
mod,"['M', 'AO', 'D']",['mod'],['mod'],0.0,8.13e-06,"[26, 4, 18, 0, 0, 0, 0, 0]"
yards,"['Y', 'AA', 'R', 'D', 'Z']",['yards'],['yards'],0.0,3.24e-05,"[37, 1, 30, 18, 38, 0, 0, 0]"
