word1,word2,label
trees,keese,1
anytime,floresheim,1
romance,duran's,1
midnight,extradite,1
recognize,ratifies,1
lawn,braune,1
tin,trinh,1
tray,lihue,1
quite,kight,1
lose,moos,1
leone,hoehn,1
checks,onex,1
sci,sffed,1
year,vanliere,1
free,quay,1
blue,pshew,1
contact,ransacked,1
corps,roehr,1
ave,galloway,1
clocks,vox,1
hotel,rochelle,1
chronic,kronick,1
myanmar,d'ivoire,1
lay,beauvais,1
nicole,boehl,1
nobody,masaaki,1
andrews,syracuse,1
ver,nurre,1
grew,baku,1
numeric,barrick,1
pros,klose,1
generate,airfreight,1
revenues,fayrouz,1
sie,gnc,1
cassette,beset,1
hairy,laprairie,1
pressed,mest,1
outdoor,toystore,1
size,ally's,1
psi,switaj,1
combines,heinz,1
empire,widmaier,1
juice,ekeus,1
airline,stecklein,1
before,oar,1
syntax,aipac's,1
resorts,reports',1
petite,sleet,1
choir,why're,1
spec,geck,1
peak,henriquez,1
panama,chutzpah,1
uruguay,kawate,1
mature,rednour,1
interviews,syracuse,1
grande,lefthand,1
wire,krier,1
alike,gruneich,1
raleigh,nepali,1
fix,cliques,1
outlet,amorette,1
rescue,kadrescu,1
steady,geddie,1
resume,deblum,1
pantyhose,patios,1
tries,surmise,1
docs,knox,1
bin,minh,1
sara,darragh,1
lyric,syrek,1
wait,kate,1
tan,joanne,1
wax,sachs,1
semi,chemie,1
enquiry,seti,1
gateway,padre,1
kay,cluj,1
earthquake,beefsteak,1
oman,fernand,1
career,lagardere,1
tex,execs,1
villa,zillah,1
supplied,malahide,1
mere,brigadier,1
pipeline,reichwein,1
freeware,ryanair,1
because,draus,1
upgrade,usaid,1
personnel,ezelle,1
fibre,schreiber,1
fairly,fairlie,1
bean,justine,1
search,bertsche,1
roulette,smet,1
modify,walleye,1
seen,burdine,1
ensure,rednour,1
everywhere,shorthair,1
blocks,lox,1
plane,hossain,1
tar,kahre,1
anne,gauvain,1
nov,soave,1
seed,supersede,1
code,rhoad,1
sonic,kronick,1
nose,crows,1
know,mineau,1
extreme,beahm,1
fight,reinvite,1
sees,balinese,1
tire,schwier,1
myspace,aftertastes,1
acne,blakney,1
photo,tarlow,1
span,marianne,1
facility,steketee,1
organize,preoccupies,1
wholesale,fantail,1
footwear,pacificare,1
damn,dahm,1
lies,apprise,1
chef,steph,1
compete,vanvliet,1
least,pieced,1
ballet,macknay,1
bobby,dobbie,1
oak,moke,1
polyphonic,kronick,1
pad,radde,1
abuse,coos,1
soundtrack,zodiac,1
won,lajeune,1
days,crase,1
flow,bowe,1
attitude,ensrud,1
dna,mcvey,1
verify,popeye,1
tri,versailles,1
gasoline,osteen,1
roommate,clickbait,1
degrees,scortese,1
trek,szczech,1
predict,pricked,1
fare,kehr,1
nightmare,sportswear,1
thy,keye,1
ignore,shor,1
divine,thein,1
use,lajous,1
typical,barnacle,1
please,klee's,1
breed,aristide,1
yahoo,lulue,1
somerset,marantette,1
flows,doze,1
retail,scarsdale,1
pool,schuele,1
clinical,tentacle,1
attacked,schacht,1
locale,carbajal,1
mice,kleiss,1
ivory,patrie,1
qualified,vanderweide,1
hon,evonne,1
you,champoux,1
southeast,fleeced,1
kentucky,truckee,1
plays,mays',1
tune,goon,1
piece,kiess,1
retreat,skeete,1
afternoon,moone,1
luis,caprice,1
sunday,velagrande,1
buyer,yzaguirre,1
suite,freet,1
physical,carmickle,1
murray,urie,1
can,lyanne,1
organic,stanek,1
cho,nadeau,1
magazine,weinstein,1
chest,fessed,1
wins,inns',1
reel,shaquille,1
say,waye,1
anywhere,eyewear,1
studios,walthose,1
meyer,pyre,1
chicks,wix,1
square,bahr,1
brisbane,mcelwain,1
declare,delair,1
paperback,dynafac,1
lie,isty,1
phd,hembree,1
lite,beit,1
scary,prairie,1
fee,gnc,1
toe,boileau,1
introductory,gregorie,1
decrease,raptis,1
intake,beefsteak,1
thereby,kai,1
phrase,indosuez,1
vanilla,zillah,1
inter,pere,1
annex,adaptec's,1
pioneer,belvedere,1
istanbul,boole,1
waste,interlaced,1
survey,noaa,1
bra,joie,1
pontiac,gunnysack,1
acquire,schreier,1
glasgow,quito,1
lee,kyi,1
began,lyanne,1
someone,greenspun,1
vary,prairie,1
worn,o'diorne,1
hash,asche,1
pen,sebastiane,1
delete,freet,1
played,metrodade,1
trail,daile,1
japan,manne,1
accessed,bucharest,1
thru,hullabaloo,1
carry,denarii,1
pine,pruyn,1
buddy,huddie,1
scene,shasteen,1
greene,oquin,1
headline,amrhein,1
guns,ones',1
senate,sennet,1
overseas,frese,1
israeli,ailey,1
buzz,twas,1
dee,ofc,1
goat,kote,1
article,geophysical,1
paraguay,velagrande,1
calgary,mcmurtrie,1
trash,ashe,1
etc,etcetera,1
byte,scheidt,1
supreme,basim,1
backed,overreact,1
entire,wyer,1
reduce,yous,1
verified,formaldehyde,1
jean,justine,1
jeep,lepe,1
try,xuemei,1
few,badu,1
upload,unitrode,1
eligibility,steketee,1
pal,malle,1
dildo,peladeau,1
spin,trinh,1
pediatric,kilpatrick,1
gain,frayne,1
circle,turkel,1
pet,slushayete,1
own,fone,1
costume,maktoum,1
sticks,styx,1
chevy,tatsukichi,1
pursuit,impute,1
alumni,misidentify,1
peace,wiess,1
sensitivity,steketee,1
plain,spokane,1
probability,hibachi,1
elsewhere,cosmair,1
lightweight,tate,1
sparc,barke,1
accessibility,steketee,1
dude,you'd,1
quote,vogt,1
parliamentary,rotisserie,1
share,clair,1
jeremy,minestrone,1
eat,crete,1
sports,sports',1
acute,hoot,1
arkansas,wilhemina,1
portuguese,paparazzis,1
appeal,beale,1
machine,augustin,1
fin,prynne,1
pose,yoes,1
res,daise,1
nearby,nankai,1
design,trine,1
portugal,mcgarrigle,1
extract,backtracked,1
sample,pampel,1
donate,clickbait,1
twin,linh,1
leslie,pressly,1
wine,realign,1
wear,allaire,1
appropriate,cheviot,1
ready,freddye,1
lucy,bussi,1
tone,boan,1
graphical,follicle,1
invite,bight,1
main,elayne,1
belize,mees,1
duke,boock,1
luke,farouk,1
debut,isu,1
memo,partlow,1
hawaii,spanky,1
excel,capelle,1
your,underinsure,1
weed,aristide,1
northeast,fleeced,1
more,nohr,1
ukraine,deign,1
june,hamdoon,1
paid,tirade,1
analyze,butterfly's,1
tracked,overreact,1
writes,nights',1
midwest,fessed,1
knew,ketou,1
study,huddie,1
barely,fairlie,1
cal,generale,1
crude,blued,1
let,vette,1
discrete,amit,1
probably,valiente,1
deal,cecile,1
ethernet,navarette,1
lone,unbeknown,1
medicare,markair,1
castle,vassal,1
hello,soileau,1
bike,reich,1
interest,outguessed,1
fairy,alarie,1
trance,schranz,1
straight,nate,1
edinburgh,witherow,1
visibility,steketee,1
hydraulic,wallich,1
kazakhstan,christianne,1
geological,carmickle,1
invest,fessed,1
occur,nurre,1
gone,mccaughan,1
ecuador,killgore,1
mathematical,grossnickle,1
laid,spayde,1
singapore,becor,1
suggest,caressed,1
queue,joo,1
hair,sayre,1
spirituality,gianelli,1
nec,mcpeck,1
clean,sabine,1
hayes,rase,1
shoes,defuse,1
stays,craze,1
higher,sire,1
christianity,steketee,1
spyware,telfair,1
morris,morris',1
cite,bight,1
psychological,carmickle,1
stocks,knox,1
geographical,cubicle,1
trans,plans',1
thin,gwynne,1
substitute,countersuit,1
lifetime,opheim,1
slow,vieau,1
azerbaijan,stephane,1
suppose,monroe's,1
sur,pere,1
dec,lech,1
concentrate,airfreight,1
inquire,eir,1
rod,ballade,1
grad,radde,1
shock,haake,1
jesse,plessey,1
berry,prairie,1
repeat,swete,1
fiji,heagy,1
hollow,garofalo,1
beast,policed,1
louise,enlistees,1
picnic,hembrick,1
meet,crete,1
numerical,maracle,1
penny,gwennie,1
grey,dorais,1
fucked,lucht,1
died,chide,1
jane,urbain,1
est,fessed,1
today,leyh,1
library,aronie,1
throat,vannote,1
screw,hoo,1
neighbor,sabre,1
stability,steketee,1
buffalo,babineaux,1
contract,backtracked,1
notified,paraglide,1
meat,pete,1
mean,pauline,1
graph,skaff,1
remote,gloat,1
caroline,bergstein,1
heat,chafete,1
kuwait,taite,1
denied,seide,1
syracuse,medianews,1
aim,damme,1
doe,malveaux,1
pic,bick,1
classified,riverside,1
prefer,we're,1
skilled,childe,1
bee,lsd,1
astronomy,anomie,1
tour,demure,1
mood,obtrude,1
leu,hugh,1
herein,kinne,1
increase,raptis,1
mpg,macphee,1
guru,soohoo,1
are,ceasar,1
chance,schranz,1
she,vip,1
sean,braune,1
cisco,lagrow,1
download,unitrode,1
pro,lareau,1
reviews,roose,1
chinese,cees,1
varies,terese,1
laura,borah,1
indicate,airfreight,1
labour,fabre,1
then,sebastiane,1
flux,deluxe,1
cents,lorenz,1
hack,backe,1
write,spight,1
validity,steketee,1
breast,caressed,1
research,bertsche,1
treat,prete,1
defines,karlheinz,1
scan,gloriane,1
hypothetical,cuticle,1
supplements,lorenz,1
larry,laprairie,1
wayne,krein,1
tennessee,nghi,1
companies,tories',1
grade,spaid,1
logos,montrose,1
tobacco,aloe,1
lan,liane,1
pain,fraine,1
within,wynne,1
marketplace,aftertastes,1
phone,moen,1
electrical,tricycle,1
avenue,lakeview,1
taste,braced,1
fox,frocks,1
between,sarene,1
bye,mumbai,1
abilities,matterease,1
critical,cubicle,1
seat,bufete,1
constitute,spacesuit,1
mexico,barrilleaux,1
realize,outcries,1
trustees,sinhalese,1
for,pore,1
belle,michel,1
whale,weyl,1
wallace,paulus,1
jacksonville,anafranil,1
jimmy,jimmie,1
pike,gruneich,1
terrain,butane,1
doc,undock,1
relay,takei,1
creek,rieke,1
gel,gravelle,1
gay,langlais,1
black,nacke,1
sustainability,steketee,1
although,morneau,1
which,riche,1
run,overdone,1
tattoo,whew,1
spy,mihai,1
amplifier,ayrshire,1
bon,denouement,1
chair,leclaire,1
require,neier,1
lines,lines',1
procedure,creger,1
been,linne,1
maple,capel,1
yea,risque,1
delays,amaze,1
eric,burek,1
navy,lavie,1
wiki,soucie,1
panic,stanek,1
there,alair,1
tokyo,robichaux,1
las,haase,1
nbc,aretsky,1
marc,barke,1
vote,sloat,1
maintain,tremaine,1
greg,legge,1
true,lew,1
total,immotile,1
panasonic,kronick,1
reproduced,joost,1
carlo,karlow,1
likewise,nullifies,1
episode,mustachioed,1
affair,skare,1
merchandise,simplifies,1
gays,daze,1
cocks,pox,1
sauce,coss,1
reproduce,preuss,1
underwear,lincare,1
her,we're,1
mesh,lafleche,1
ceo,rambeau,1
pursue,tobu,1
pie,bandai,1
receipt,bufete,1
idaho,fallow,1
stock,croc,1
magical,cuticle,1
alice,fallis,1
distinct,winked,1
showed,bode,1
anyone,wesun,1
grow,primeaux,1
goes,dubose,1
delivery,valerie,1
claire,montclair,1
sad,radde,1
injury,coterie,1
sen,penh,1
job,wobbe,1
fleece,lollis,1
moscow,claudio,1
attribute,bandicoot,1
euros,ambrose,1
subtle,rebuttal,1
musical,grossnickle,1
agreed,fede,1
cigarette,beset,1
identify,buckeye,1
expertise,rees,1
dumb,krum,1
night,lite,1
essay,valet,1
passed,aghast,1
brad,radde,1
savannah,manna,1
cole,boehl,1
ones,unz,1
maternity,steketee,1
line,reassign,1
bible,weibel,1
despite,mcwright,1
scheme,raheem,1
shoe,tatu,1
fun,donne,1
weak,cacique,1
karaoke,okey,1
catalogue,eggnog,1
eugene,gallien,1
domain,charmaine,1
align,lyne,1
maine,allain,1
van,thanh,1
tel,sawtelle,1
new,purdue,1
shows,juxtapose,1
cad,radde,1
enemy,mcnamee,1
maui,dlouhy,1
oracle,quizzical,1
imports,reports',1
justify,fyi,1
yale,kael,1
char,barre,1
clay,faye,1
money,munni,1
surveys,crase,1
quebec,rech,1
promo,barlowe,1
municipal,holsopple,1
column,slalom,1
refer,pere,1
min,finne,1
compare,baer,1
bowl,coale,1
outcome,norodom,1
dawn,gawne,1
jenny,leonie,1
chain,mcgrane,1
abc,rowntree,1
too,frueh,1
specifies,catalyze,1
compromise,wifis,1
bruce,coos,1
greenhouse,neuhaus,1
trio,pardoe,1
female,voicemail,1
glen,georgienne,1
supplies,mize,1
lows,depose,1
surprise,i's,1
lack,haque,1
orlando,kinslow,1
device,kleiss,1
dash,asche,1
boat,hote,1
advisory,marjorie,1
every,valerie,1
intensity,steketee,1
certified,vanderweide,1
route,thuot,1
trial,lisle,1
surrey,urie,1
qualify,sinai,1
weight,interrelate,1
pole,ohl,1
pharmaceutical,tricycle,1
guarantees,chinese,1
bizarre,gohr,1
pray,naivete,1
seas,sudanese,1
ben,beauchesne,1
bet,lucette,1
tissue,mobutu,1
hockey,hiroaki,1
functionality,steketee,1
utilize,misidentifies,1
disability,steketee,1
priest,policed,1
machinery,valerie,1
bio,boisseau,1
hobby,stobie,1
deaf,steph,1
behalf,yaffe,1
why,shai,1
inquiry,ciesielski,1
technical,icicle,1
seek,heeke,1
temple,kempel,1
rice,kleiss,1
greek,clinique,1
spain,elaine,1
nuke,tuk,1
crest,recessed,1
mae,rey,1
height,whyte,1
forget,vermette,1
spine,thein,1
white,ebright,1
truly,julie,1
severe,reengineer,1
comply,kwai,1
incest,unprocessed,1
sign,dewine,1
introduced,ruest,1
lauderdale,nathanael,1
airplane,mcelwain,1
facilitate,airfreight,1
far,quarre,1
like,weich,1
derek,ionospheric,1
assign,recombine,1
fellow,caldrello,1
moore,lancour,1
buys,lise,1
eau,poirot,1
incomplete,poteat,1
classical,mericle,1
jan,ariane,1
history,audrie,1
discussed,encrust,1
iraqi,mackey,1
kenny,masci,1
rays,blase,1
dried,astride,1
cool,joule,1
lafayette,minuet,1
associate,cheviot,1
who,chaloux,1
bestiality,steketee,1
betty,lettie,1
die,csi,1
tomorrow,michelangelo,1
wifi,nicolae,1
anymore,boar,1
feat,leite,1
copyright,epsomite,1
jet,guenette,1
step,deppe,1
here,financier,1
wheel,cecile,1
kalmus,quaking,0
ladas,spatola,0
chipps,jenne,0
egged,kapinos,0
groh,sawicki,0
dupler,kasbrol,0
radiate,smink,0
honn,althea,0
demsky,campa,0
baumler,south's,0
veuve,tagle,0
dimly,grieves,0
imondi,tokyo's,0
shimko,landrum,0
isley,titian,0
whip,groos,0
methods,verba,0
lewd,hoener,0
altoid,furtaw,0
neared,comarco,0
maid,taisho,0
cressey,spanked,0
ghafar,bijur,0
regard,costen,0
bickle,glyn,0
eick,doser,0
havana,gordan,0
stoltz,sobiech,0
willden,barium,0
nordic,sulfite,0
menk,berumen,0
revamp,rondon,0
dvorsky,rooster,0
beeba's,gonya,0
agence,boogie,0
trusts',evasive,0
gerke,biro,0
sabey,haist,0
kleenex,yeldell,0
dashnaw,lealie,0
rico,charles,0
aniline,devan,0
ruano,coos,0
arons,shumsky,0
clamped,grindle,0
latanze,caulder,0
jure,oradour,0
oren,datura,0
humid,leiss,0
stylize,friese,0
versace,farah,0
mitton,laven,0
rinne,mimicry,0
topp,huskins,0
scotts,glomb,0
eljer,mehran,0
emslie,lilco,0
invalid,spares,0
rance's,voigt,0
mcgwire,fouse,0
cord,nixed,0
wampole,kooser,0
straum,nevile,0
sutnick,zhao,0
adults,wyffels,0
ablaze,smaby,0
lenarz,bravado,0
biaz,raul,0
munched,jenn's,0
dashel,garduno,0
reish,urson,0
baumert,ramey,0
dicocco,eugenio,0
muddied,adaire,0
mesa,roman's,0
sandow,kafka's,0
yassir,stepper,0
verry,bogacki,0
sandi,howard,0
sounds,maxtor,0
mead's,humanly,0
kamakau,scheper,0
issues',gorda,0
theirs,herve,0
wide,salerno,0
sleven,cycads,0
warda,hreha,0
meroney,wedded,0
chacko,puma's,0
nucleic,kardos,0
olliff,rouse,0
gloam,manso,0
cardin,willens,0
glauser,pobanz,0
singing,nikki,0
gohr,marinos,0
rozar,rallo,0
east,unosom,0
brusca,edenton,0
dufort,winski,0
willowy,roald,0
denial,schalk,0
talent,alisky,0
dryers,broyles,0
famine,kamke,0
relieve,kelting,0
where's,sabol's,0
glenn's,rivals',0
pequeno,whizzes,0
toes,dewitte,0
sealock,bantle,0
burrous,kunes,0
bilbo,myanmar,0
tacos,gines,0
yontz,rhew,0
blount,almanac,0
galan,sievert,0
butt,haight,0
hehl,walda,0
soditic,limas,0
migent,frowns,0
fieger,ewong,0
mirage,dargis,0
foxboro,needler,0
bartak,zehren,0
savaiko,purify,0
blueish,ihde,0
weston,gayle,0
barron,moskwa,0
lapps,compaq,0
sterle,boyter,0
slimmed,gasping,0
hirata,bartley,0
amadeus,juggled,0
siddiqi,sheller,0
bobo,bret,0
puskas,zanu,0
defiant,kinion,0
suard,venier,0
letts,jesse's,0
planer,duston,0
sigle,flor,0
gloria,lichen,0
farless,wineman,0
tonton,saxon's,0
glynn,guez,0
desert,larmer,0
seeding,radium,0
darnel,liane,0
tylan,katia,0
kness,ofelia,0
tolbert,dribble,0
froberg,mato,0
bevel,marando,0
lyons,endow,0
larue,massery,0
cars',nicolo,0
flavier,gluth,0
dressy,joy's,0
arrest,tagamet,0
dewy,hilb,0
salgado,fertig,0
bebbits,crooker,0
lucie,aidid's,0
tweedy,zahner,0
divine,theses,0
ought,rozak,0
file,mormile,0
pelerin,rossi,0
grosser,pesek,0
marfa,wrubel,0
mollo,sagan,0
abut,roaches,0
mennen,tiptoe,0
board,simba,0
myres,sessler,0
favaro,nata,0
abolish,fronek,0
klauer,kringen,0
eleanor,kiichi,0
wealth,myla's,0
graded,grillot,0
dober,pawson,0
helser,soggy,0
rabourn,yene,0
operant,oatmeal,0
winding,evian,0
allies,secada,0
chriss,korpi,0
sedore,schirm,0
mcgaugh,rammed,0
hixson,hisao,0
kunzler,thibert,0
wycoff,kovats,0
tuman,chalks,0
mier,nesmith,0
nuffer,machel,0
protons,eiben,0
elihu,o'guinn,0
knead,libor,0
brisker,bezaire,0
leigh,bushart,0
gagnon,zoloft,0
lucas,hair's,0
arenson,chiu,0
quan,dumler,0
psencik,proms,0
mutated,crow's,0
endows,tsui,0
season,amor,0
kimmins,catelli,0
ptak,ozal's,0
rainger,geesey,0
huairou,chaska,0
malick,sauer,0
reasons,innes,0
tapeie,daunted,0
vitae,spenser,0
kagami,weck,0
euroyen,dante's,0
mahmoud,thorsen,0
lynn's,zundel,0
rajala,norton,0
lavina,baalbeq,0
kroener,ellijay,0
bolus,airglow,0
knouff,davao,0
minors,minch,0
theroux,mehta's,0
epson,blimp,0
defaced,biller,0
embed,sassou,0
program,genego,0
sagging,fetches,0
tessick,saenger,0
thanks,dyches,0
reprise,keysor,0
torley,magma's,0
ballin,lovelan,0
wattie,stilt,0
concur,zocor,0
watered,heverly,0
palance,mahn,0
lives,rautio,0
machold,retaken,0
lucus,kiggins,0
holte,retails,0
indexer,buchi's,0
ensures,puerile,0
prowell,coppins,0
felten,braude,0
cambra,witton,0
heating,minpeco,0
kapur,monn,0
skains,heinkel,0
cindric,osmosis,0
swell,cornish,0
corinn,edler,0
beddors,sitrick,0
bexley,mankato,0
zebley,devos,0
yurick,zahler,0
haute,kregel,0
aube,vectra,0
shack,shriver,0
mattila,incense,0
vannie,paccar,0
lyanne,waco,0
tory,dulski,0
paek,chandon,0
moist,abboud,0
signet,giesler,0
elwood,decaro,0
hewe,zietlow,0
headed,moshood,0
cluny,oller,0
future,mclay,0
conic,eland,0
imelda,fultz,0
uhlman,ansin,0
crisman,huston,0
benassi,dravis,0
framers,brimmed,0
donohoo,washi's,0
dirlam,hefner,0
odds-on,purnell,0
grimmer,colosio,0
heidler,claren,0
aghast,ploof,0
gerrity,lapine,0
perman,edmundo,0
largess,martion,0
masuda,fests,0
lentner,trisler,0
great's,akella,0
melva,petko,0
stuck,buffoon,0
janine,sare,0
burgett,carvell,0
koss,szumski,0
porky,clyve,0
aboodi,fondled,0
phillip,withey,0
legge,miske,0
beitler,malo,0
hurdler,denomme,0
pippen,senzaki,0
faiola,tsurumi,0
kean,adrift,0
dufford,misa's,0
lewers,kury,0
spilled,shekels,0
neas,niccoli,0
carolus,seiber,0
ricker,scorers,0
regimes,schnoor,0
najjar,filippo,0
cornie,goerke,0
mexican,roeske,0
obryan,poynter,0
cheuse,rustle,0
granado,monsees,0
penny,fitzer,0
durnil,natuna,0
chewed,two's,0
hawing,nygren,0
sneaked,nibert,0
douwe,nabokov,0
bhatia,siegel,0
lessors,mumble,0
talbots,spurned,0
winland,jane,0
edley,roxbury,0
dechine,warner,0
noll,bahls,0
trample,liason,0
fluegel,dictum,0
bluejay,lactase,0
sleigh,winos,0
sten,optek,0
ivanna,stadia,0
bachera,oates,0
pique,afflict,0
ceases,guzik,0
ambler,manard,0
hamley,junkies,0
maglaj,cisler,0
zandt,ilalis,0
toon,frumpy,0
mastin,avey,0
corr,abhors,0
giard,barraza,0
afmed,vertz,0
janczak,shane,0
restive,smolin,0
yuma,costin,0
worsham,macneal,0
chrzan,parzych,0
bald,avery,0
licio,haye,0
silica,cerveza,0
lore,marafat,0
failure,dragoo,0
sunland,lettice,0
hobbes,maiello,0
sour,barbosa,0
dippers,lemelle,0
sydell,klinker,0
sleeves,sheen's,0
polson,huwe,0
exclude,baetjer,0
tench,moshe's,0
clowns,chides,0
boozy,angell,0
shofner,knope,0
danju's,durban,0
nosek,francs,0
embarks,sukarno,0
hoben,latson,0
redel,hamme,0
tiphook,claps,0
conely,trosper,0
defy,verdi,0
rojas,dink,0
krauser,pepin,0
dundore,fanuc,0
krauze,huebner,0
buehrer,zlata,0
maser,barby,0
limoges,skrocki,0
hebding,lowney,0
hobbes,brandis,0
mehle,hanser,0
righi,atencio,0
stereos,esteve,0
keifer,riche,0
summits,ghali,0
whips,ploss,0
klein,krain,0
heda,homes',0
pursed,pake,0
erupted,shoun,0
bernard,tumbles,0
quazulu,sallee,0
cokie's,bezdek,0
sligar,danjub,0
gouvea,keyes',0
zoning,veno,0
warmus,stumpf,0
slice,diocese,0
toehold,vasta,0
urso,lucette,0
gracy,gensel,0
gervase,sessoms,0
yauch,arnoldi,0
picante,cobain,0
buscemi,paullin,0
impugns,deyo,0
simien,caine,0
dawson,maxey,0
avantek,grogg,0
pilger,song's,0
boswell,angora,0
groom,secchia,0
gutwaks,keedy,0
srdan,molock,0
pozo,boylls,0
prato,stroble,0
rines,eldric,0
eisen,dortch,0
hewing,puttnam,0
valoree,dickey,0
bet's,janusz,0
allin,fiftee,0
nollan,snide,0
guyana,inn's,0
probity,konkol,0
exclaim,navarra,0
honeck,finigan,0
adina,droll,0
cusp,berk,0
fichter,jesus',0
oh's,mawson,0
jeffer,arkadi,0
sedillo,wit's,0
weinert,mosher,0
dorman,nervosa,0
byrn,goerner,0
dial's,piddles,0
ceci,vogels,0
lamport,curvy,0
mopus,presler,0
foes,riggle,0
minier,buntz,0
adolf's,sortor,0
cally,moneys,0
dudek,brethen,0
bialik,bernama,0
vanous,wanta,0
spens,readier,0
konzi's,kissler,0
