word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
mozambique,"['M', 'OW', 'Z', 'AE', 'M', 'B', 'IY', 'K']","['mozam', 'bi', 'que']","['mo', 'z', 'amb', 'ique']",0.5,1.95e-06,"[26, 12, 38, 2, 26, 16, 11, 24]"
ethernet,"['EH', 'TH', 'ER', 'N', 'EH', 'T']","['eth', 'er', 'net']","['et', 'hern', 'et']",0.5,1.91e-06,"[7, 34, 8, 27, 7, 33, 0, 0]"
iraq,"['IH', 'R', 'AA', 'K']","['ir', 'aq']","['ira', 'q']",0.5,2.69e-05,"[10, 30, 1, 24, 0, 0, 0, 0]"
carnival,"['K', 'AA', 'R', 'N', 'AH', 'V', 'AH', 'L']","['car', 'ni', 'val']","['c', 'arn', 'ival']",0.5,7.24e-06,"[24, 1, 30, 27, 3, 35, 3, 25]"
brutal,"['B', 'R', 'UW', 'T', 'AH', 'L']","['bru', 'tal']","['br', 'ut', 'al']",0.5,1.26e-05,"[16, 30, 15, 33, 3, 25, 0, 0]"
aboriginal,"['AE', 'B', 'ER', 'IH', 'JH', 'AH', 'N', 'AH', 'L']","['ab', 'ori', 'gin', 'al']","['abor', 'ig', 'inal']",0.5,6.03e-06,"[2, 16, 8, 10, 23, 3, 27, 3]"
indian,"['IH', 'N', 'D', 'IY', 'AH', 'N']","['in', 'di', 'an']","['ind', 'ian']",0.5,8.13e-05,"[10, 27, 18, 11, 3, 27, 0, 0]"
favors,"['F', 'EY', 'V', 'ER', 'Z']","['fa', 'vors']","['f', 'av', 'ors']",0.5,5.5e-06,"[20, 9, 35, 8, 38, 0, 0, 0]"
tattoo,"['T', 'AE', 'T', 'UW']","['tat', 'too']","['t', 'att', 'oo']",0.5,1.38e-05,"[33, 2, 33, 15, 0, 0, 0, 0]"
hugo,"['HH', 'Y', 'UW', 'G', 'OW']",['hugo'],"['h', 'ug', 'o']",0.5,5.75e-06,"[22, 37, 15, 21, 12, 0, 0, 0]"
auburn,"['AA', 'B', 'ER', 'N']","['au', 'burn']","['a', 'ub', 'urn']",0.5,5.25e-06,"[1, 16, 8, 27, 0, 0, 0, 0]"
robbie,"['R', 'AA', 'B', 'IY']","['rob', 'bie']","['ro', 'bb', 'ie']",0.5,6.92e-06,"[30, 1, 16, 11, 0, 0, 0, 0]"
guitar,"['G', 'IH', 'T', 'AA', 'R']","['gui', 'tar']","['g', 'uit', 'ar']",0.5,3.02e-05,"[21, 10, 33, 1, 30, 0, 0, 0]"
honduras,"['HH', 'AA', 'N', 'D', 'UH', 'R', 'AH', 'S']","['hon', 'dur', 'as']","['h', 'ond', 'uras']",0.5,3.98e-06,"[22, 1, 27, 18, 14, 30, 3, 31]"
lion,"['L', 'AY', 'AH', 'N']","['li', 'on']","['l', 'ion']",0.5,1.78e-05,"[25, 6, 3, 27, 0, 0, 0, 0]"
tobago,"['T', 'AH', 'B', 'EY', 'G', 'OW']","['to', 'bago']","['t', 'ob', 'ago']",0.5,2.57e-06,"[33, 3, 16, 9, 21, 12, 0, 0]"
williams,"['W', 'IH', 'L', 'Y', 'AH', 'M', 'Z']","['wil', 'li', 'ams']","['will', 'iam', 's']",0.5,4.68e-05,"[36, 10, 25, 37, 3, 26, 38, 0]"
carmen,"['K', 'AA', 'R', 'M', 'AH', 'N']","['car', 'men']","['c', 'arm', 'en']",0.5,4.27e-06,"[24, 1, 30, 26, 3, 27, 0, 0]"
vibrator,"['V', 'AY', 'B', 'R', 'EY', 'T', 'ER']","['vi', 'brat', 'or']","['v', 'ibr', 'ator']",0.5,1.29e-06,"[35, 6, 16, 30, 9, 33, 8, 0]"
radios,"['R', 'EY', 'D', 'IY', 'OW', 'Z']","['ra', 'di', 'os']","['rad', 'ios']",0.5,2.57e-06,"[30, 9, 18, 11, 12, 38, 0, 0]"
vacation,"['V', 'EY', 'K', 'EY', 'SH', 'AH', 'N']","['va', 'ca', 'tion']","['v', 'ac', 'ation']",0.5,2.51e-05,"[35, 9, 24, 9, 32, 3, 27, 0]"
hypothetical,"['HH', 'AY', 'P', 'AH', 'TH', 'EH', 'T', 'AH', 'K', 'AH', 'L']","['hy', 'po', 'thet', 'ic', 'al']","['hyp', 'ot', 'hetical']",0.5,4.07e-06,"[22, 6, 29, 3, 34, 7, 33, 3]"
zambia,"['Z', 'AE', 'M', 'B', 'IY', 'AH']","['zam', 'bia']","['z', 'amb', 'ia']",0.5,2.69e-06,"[38, 2, 26, 16, 11, 3, 0, 0]"
titanium,"['T', 'AY', 'T', 'EY', 'N', 'IY', 'AH', 'M']","['ti', 'tani', 'um']","['t', 'it', 'anium']",0.5,3.55e-06,"[33, 6, 33, 9, 27, 11, 3, 26]"
dramatic,"['D', 'R', 'AH', 'M', 'AE', 'T', 'IH', 'K']","['dra', 'mat', 'ic']","['d', 'ram', 'atic']",0.5,2.57e-05,"[18, 30, 3, 26, 2, 33, 10, 24]"
annual,"['AE', 'N', 'Y', 'UW', 'AH', 'L']","['an', 'nu', 'al']","['ann', 'ual']",0.5,8.71e-05,"[2, 27, 37, 15, 3, 25, 0, 0]"
maui,"['M', 'AW', 'IY']",['maui'],"['m', 'au', 'i']",0.5,2.24e-06,"[26, 5, 11, 0, 0, 0, 0, 0]"
australian,"['AO', 'S', 'T', 'R', 'EY', 'L', 'Y', 'AH', 'N']","['aus', 'trali', 'an']","['a', 'ust', 'ral', 'ian']",0.5,8.51e-05,"[4, 31, 33, 30, 9, 25, 37, 3]"
bias,"['B', 'AY', 'AH', 'S']","['bi', 'as']","['b', 'ias']",0.5,1.51e-05,"[16, 6, 3, 31, 0, 0, 0, 0]"
millennium,"['M', 'AH', 'L', 'EH', 'N', 'IY', 'AH', 'M']","['mil', 'len', 'ni', 'um']","['mill', 'enn', 'ium']",0.5,5.01e-06,"[26, 3, 25, 7, 27, 11, 3, 26]"
remedy,"['R', 'EH', 'M', 'AH', 'D', 'IY']","['rem', 'edy']","['re', 'med', 'y']",0.5,6.61e-06,"[30, 7, 26, 3, 18, 11, 0, 0]"
saddam,"['S', 'AA', 'D', 'AH', 'M']","['sad', 'dam']","['s', 'add', 'am']",0.5,2.75e-06,"[31, 1, 18, 3, 26, 0, 0, 0]"
cancellation,"['K', 'AE', 'N', 'S', 'AH', 'L', 'EY', 'SH', 'AH', 'N']","['can', 'cel', 'la', 'tion']","['c', 'ance', 'll', 'ation']",0.5,5.75e-06,"[24, 2, 27, 31, 3, 25, 9, 32]"
medieval,"['M', 'IH', 'D', 'IY', 'V', 'AH', 'L']","['me', 'di', 'ev', 'al']","['med', 'ieval']",0.5,1.12e-05,"[26, 10, 18, 11, 35, 3, 25, 0]"
eleven,"['IH', 'L', 'EH', 'V', 'AH', 'N']","['el', 'ev', 'en']","['ele', 'ven']",0.5,1.32e-05,"[10, 25, 7, 35, 3, 27, 0, 0]"
tribal,"['T', 'R', 'AY', 'B', 'AH', 'L']","['tri', 'bal']","['t', 'rib', 'al']",0.5,1.07e-05,"[33, 30, 6, 16, 3, 25, 0, 0]"
pursue,"['P', 'ER', 'S', 'UW']","['pur', 'sue']","['p', 'urs', 'ue']",0.5,1.82e-05,"[29, 8, 31, 15, 0, 0, 0, 0]"
reggae,"['R', 'EH', 'G', 'EY']","['reg', 'gae']","['re', 'gg', 'ae']",0.5,2.95e-06,"[30, 7, 21, 9, 0, 0, 0, 0]"
indianapolis,"['IH', 'N', 'D', 'IY', 'AH', 'N', 'AE', 'P', 'AH', 'L', 'IH', 'S']","['in', 'di', 'ana', 'pol', 'is']","['ind', 'ian', 'apolis']",0.5,6.61e-06,"[10, 27, 18, 11, 3, 27, 2, 29]"
austin,"['AO', 'S', 'T', 'AH', 'N']","['aus', 'tin']","['a', 'ust', 'in']",0.5,2.29e-05,"[4, 31, 33, 3, 27, 0, 0, 0]"
novels,"['N', 'AA', 'V', 'AH', 'L', 'Z']","['nov', 'els']","['no', 'vel', 's']",0.5,1.26e-05,"[27, 1, 35, 3, 25, 38, 0, 0]"
notify,"['N', 'OW', 'T', 'AH', 'F', 'AY']","['no', 'ti', 'fy']","['not', 'ify']",0.5,5.37e-06,"[27, 12, 33, 3, 20, 6, 0, 0]"
gmbh,"['G', 'AH', 'M']",['gmbh'],"['g', 'mb', 'h']",0.5,1.74e-06,"[21, 3, 26, 0, 0, 0, 0, 0]"
eugene,"['Y', 'UW', 'JH', 'IY', 'N']","['eu', 'gene']","['e', 'ug', 'ene']",0.5,6.31e-06,"[37, 15, 23, 11, 27, 0, 0, 0]"
sodium,"['S', 'OW', 'D', 'IY', 'AH', 'M']","['so', 'di', 'um']","['s', 'odium']",0.5,7.41e-06,"[31, 12, 18, 11, 3, 26, 0, 0]"
happen,"['HH', 'AE', 'P', 'AH', 'N']","['hap', 'pen']","['h', 'app', 'en']",0.5,0.000155,"[22, 2, 29, 3, 27, 0, 0, 0]"
carlos,"['K', 'AA', 'R', 'L', 'OW', 'S']","['car', 'los']","['c', 'arl', 'os']",0.5,1.23e-05,"[24, 1, 30, 25, 12, 31, 0, 0]"
pavilion,"['P', 'AH', 'V', 'IH', 'L', 'Y', 'AH', 'N']","['pa', 'vil', 'ion']","['p', 'av', 'ilion']",0.5,4.17e-06,"[29, 3, 35, 10, 25, 37, 3, 27]"
pupils,"['P', 'Y', 'UW', 'P', 'AH', 'L', 'Z']","['pu', 'pils']","['p', 'up', 'ils']",0.5,1.51e-05,"[29, 37, 15, 29, 3, 25, 38, 0]"
july,"['JH', 'UW', 'L', 'AY']","['ju', 'ly']","['j', 'uly']",0.5,0.000148,"[23, 15, 25, 6, 0, 0, 0, 0]"
jaguar,"['JH', 'AE', 'G', 'W', 'AA', 'R']","['jag', 'uar']","['j', 'agu', 'ar']",0.5,3.24e-06,"[23, 2, 21, 36, 1, 30, 0, 0]"
carpet,"['K', 'AA', 'R', 'P', 'AH', 'T']","['car', 'pet']","['c', 'arp', 'et']",0.5,1.51e-05,"[24, 1, 30, 29, 3, 33, 0, 0]"
junior,"['JH', 'UW', 'N', 'Y', 'ER']","['ju', 'ni', 'or']","['jun', 'ior']",0.5,3.09e-05,"[23, 15, 27, 37, 8, 0, 0, 0]"
scotia,"['S', 'K', 'OW', 'SH', 'AH']","['sco', 'tia']","['sc', 'ot', 'ia']",0.5,3.09e-06,"[31, 24, 12, 32, 3, 0, 0, 0]"
quebec,"['K', 'W', 'AH', 'B', 'EH', 'K']","['que', 'bec']","['qu', 'eb', 'ec']",0.5,9.33e-06,"[24, 36, 3, 16, 7, 24, 0, 0]"
mutual,"['M', 'Y', 'UW', 'CH', 'AH', 'W', 'AH', 'L']","['mu', 'tu', 'al']","['mut', 'ual']",0.5,1.82e-05,"[26, 37, 15, 17, 3, 36, 3, 25]"
occasional,"['AH', 'K', 'EY', 'ZH', 'AH', 'N', 'AH', 'L']","['oc', 'ca', 'sion', 'al']","['occ', 'as', 'ional']",0.5,1.32e-05,"[3, 24, 9, 39, 3, 27, 3, 25]"
familiar,"['F', 'AH', 'M', 'IH', 'L', 'Y', 'ER']","['fa', 'mil', 'i', 'ar']","['f', 'amiliar']",0.5,4.07e-05,"[20, 3, 26, 10, 25, 37, 8, 0]"
antibodies,"['AE', 'N', 'T', 'IH', 'B', 'AA', 'D', 'IY', 'Z']","['an', 'ti', 'bod', 'ies']","['ant', 'ib', 'odies']",0.5,3.63e-06,"[2, 27, 33, 10, 16, 1, 18, 11]"
zoloft,"['Z', 'AA', 'L', 'AA', 'F', 'T']","['zo', 'loft']","['z', 'ol', 'oft']",0.5,3.39e-07,"[38, 1, 25, 1, 20, 33, 0, 0]"
antibody,"['AE', 'N', 'T', 'IH', 'B', 'AA', 'D', 'IY']","['an', 'ti', 'body']","['ant', 'ib', 'ody']",0.5,2.88e-06,"[2, 27, 33, 10, 16, 1, 18, 11]"
pharmaceuticals,"['F', 'AA', 'R', 'M', 'AH', 'S', 'UW', 'T', 'IH', 'K', 'AH', 'L', 'Z']","['phar', 'ma', 'ceut', 'ic', 'als']","['ph', 'arm', 'aceutical', 's']",0.4666666666666667,3.02e-06,"[20, 1, 30, 26, 3, 31, 15, 33]"
possibilities,"['P', 'AA', 'S', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY', 'Z']","['pos', 'sib', 'il', 'it', 'ies']","['p', 'oss', 'ibilities']",0.46153846153846156,1.29e-05,"[29, 1, 31, 3, 16, 10, 25, 3]"
architectural,"['AA', 'R', 'K', 'AH', 'T', 'EH', 'K', 'CH', 'ER', 'AH', 'L']","['ar', 'chi', 'tec', 'tur', 'al']","['arch', 'itect', 'ural']",0.46153846153846156,9.12e-06,"[1, 30, 24, 3, 33, 7, 24, 17]"
syndication,"['S', 'IH', 'N', 'D', 'IH', 'K', 'EY', 'SH', 'AH', 'N']","['syn', 'dic', 'a', 'tion']","['sy', 'nd', 'ication']",0.45454545454545453,6.31e-07,"[31, 10, 27, 18, 10, 24, 9, 32]"
fascinating,"['F', 'AE', 'S', 'AH', 'N', 'EY', 'T', 'IH', 'NG']","['fas', 'cin', 'at', 'ing']","['f', 'asc', 'inating']",0.45454545454545453,1.35e-05,"[20, 2, 31, 3, 27, 9, 33, 10]"
inexpensive,"['IH', 'N', 'IH', 'K', 'S', 'P', 'EH', 'N', 'S', 'IH', 'V']","['in', 'ex', 'pens', 'ive']","['ine', 'xp', 'ensive']",0.45454545454545453,3.72e-06,"[10, 27, 10, 24, 31, 29, 7, 27]"
magnificent,"['M', 'AE', 'G', 'N', 'IH', 'F', 'AH', 'S', 'AH', 'N', 'T']","['mag', 'ni', 'fi', 'cent']","['m', 'agn', 'ificent']",0.45454545454545453,1.1e-05,"[26, 2, 21, 27, 10, 20, 3, 31]"
legislation,"['L', 'EH', 'JH', 'AH', 'S', 'L', 'EY', 'SH', 'AH', 'N']","['le', 'gis', 'la', 'tion']","['leg', 'isl', 'ation']",0.45454545454545453,3.55e-05,"[25, 7, 23, 3, 31, 25, 9, 32]"
preliminary,"['P', 'R', 'IH', 'L', 'IH', 'M', 'AH', 'N', 'EH', 'R', 'IY']","['pre', 'lim', 'in', 'ary']","['p', 'rel', 'iminary']",0.45454545454545453,1.45e-05,"[29, 30, 10, 25, 10, 26, 3, 27]"
legislative,"['L', 'EH', 'JH', 'AH', 'S', 'L', 'EY', 'T', 'IH', 'V']","['le', 'gis', 'lat', 'ive']","['leg', 'isl', 'ative']",0.45454545454545453,2.09e-05,"[25, 7, 23, 3, 31, 25, 9, 33]"
reliability,"['R', 'IY', 'L', 'AY', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY']","['re', 'li', 'ab', 'il', 'ity']","['rel', 'iability']",0.45454545454545453,8.32e-06,"[30, 11, 25, 6, 3, 16, 10, 25]"
eligibility,"['EH', 'L', 'IH', 'JH', 'AH', 'B', 'IH', 'L', 'IH', 'T', 'IY']","['eli', 'gib', 'il', 'ity']","['el', 'ig', 'ibility']",0.45454545454545453,5.62e-06,"[7, 25, 10, 23, 3, 16, 10, 25]"
execution,"['EH', 'K', 'S', 'AH', 'K', 'Y', 'UW', 'SH', 'AH', 'N']","['ex', 'e', 'cu', 'tion']","['exec', 'ution']",0.4444444444444444,1.95e-05,"[7, 24, 31, 3, 24, 37, 15, 32]"
protocols,"['P', 'R', 'OW', 'T', 'AH', 'K', 'AO', 'L', 'Z']","['pro', 'to', 'cols']","['prot', 'ocol', 's']",0.4444444444444444,5.75e-06,"[29, 30, 12, 33, 3, 24, 4, 25]"
traveller,"['T', 'R', 'AE', 'V', 'AH', 'L', 'ER']","['trav', 'el', 'ler']","['t', 'rave', 'ller']",0.4444444444444444,3.09e-06,"[33, 30, 2, 35, 3, 25, 8, 0]"
australia,"['AO', 'S', 'T', 'R', 'EY', 'L', 'Y', 'AH']","['aus', 'tralia']","['a', 'ust', 'ral', 'ia']",0.4444444444444444,0.000115,"[4, 31, 33, 30, 9, 25, 37, 3]"
tradition,"['T', 'R', 'AH', 'D', 'IH', 'SH', 'AH', 'N']","['tra', 'di', 'tion']","['tr', 'ad', 'ition']",0.4444444444444444,3.16e-05,"[33, 30, 3, 18, 10, 32, 3, 27]"
hydraulic,"['HH', 'AY', 'D', 'R', 'AO', 'L', 'IH', 'K']","['hy', 'draul', 'ic']","['hyd', 'ra', 'ulic']",0.4444444444444444,5.25e-06,"[22, 6, 18, 30, 4, 25, 10, 24]"
religions,"['R', 'IY', 'L', 'IH', 'JH', 'AH', 'N', 'Z']","['re', 'li', 'gions']","['rel', 'ig', 'ions']",0.4444444444444444,8.13e-06,"[30, 11, 25, 10, 23, 3, 27, 38]"
happening,"['HH', 'AE', 'P', 'AH', 'N', 'IH', 'NG']","['hap', 'pen', 'ing']","['h', 'app', 'ening']",0.4444444444444444,6.31e-05,"[22, 2, 29, 3, 27, 10, 28, 0]"
suppliers,"['S', 'AH', 'P', 'L', 'AY', 'ER', 'Z']","['sup', 'pli', 'ers']","['supp', 'l', 'iers']",0.4444444444444444,8.13e-06,"[31, 3, 29, 25, 6, 8, 38, 0]"
appraisal,"['AH', 'P', 'R', 'EY', 'Z', 'AH', 'L']","['ap', 'prais', 'al']","['app', 'ra', 'isal']",0.4444444444444444,2.69e-06,"[3, 29, 30, 9, 38, 3, 25, 0]"
louisiana,"['L', 'UW', 'IY', 'Z', 'IY', 'AE', 'N', 'AH']","['louisi', 'ana']","['l', 'ou', 'is', 'iana']",0.4444444444444444,1.55e-05,"[25, 15, 11, 38, 11, 2, 27, 3]"
molecular,"['M', 'AH', 'L', 'EH', 'K', 'Y', 'AH', 'L', 'ER']","['mo', 'lecu', 'lar']","['m', 'ole', 'cular']",0.4444444444444444,1.29e-05,"[26, 3, 25, 7, 24, 37, 3, 25]"
vacancies,"['V', 'EY', 'K', 'AH', 'N', 'S', 'IY', 'Z']","['va', 'can', 'cies']","['v', 'ac', 'ancies']",0.4444444444444444,3.09e-06,"[35, 9, 24, 3, 27, 31, 11, 38]"
answering,"['AE', 'N', 'S', 'ER', 'IH', 'NG']","['an', 'swer', 'ing']","['ans', 'w', 'ering']",0.4444444444444444,1.17e-05,"[2, 27, 31, 8, 10, 28, 0, 0]"
lafayette,"['L', 'AA', 'F', 'IY', 'EH', 'T']","['la', 'fay', 'ette']","['l', 'af', 'ayette']",0.4444444444444444,3.31e-06,"[25, 1, 20, 11, 7, 33, 0, 0]"
principal,"['P', 'R', 'IH', 'N', 'S', 'AH', 'P', 'AH', 'L']","['prin', 'cip', 'al']","['pr', 'inc', 'ipal']",0.4444444444444444,3.31e-05,"[29, 30, 10, 27, 31, 3, 29, 3]"
indicator,"['IH', 'N', 'D', 'AH', 'K', 'EY', 'T', 'ER']","['in', 'dic', 'at', 'or']","['ind', 'icator']",0.4444444444444444,8.32e-06,"[10, 27, 18, 3, 24, 9, 33, 8]"
volunteer,"['V', 'AA', 'L', 'AH', 'N', 'T', 'IH', 'R']","['vo', 'lun', 'teer']","['vol', 'unte', 'er']",0.4444444444444444,1.91e-05,"[35, 1, 25, 3, 27, 33, 10, 30]"
summaries,"['S', 'AH', 'M', 'ER', 'IY', 'Z']","['sum', 'mar', 'ies']","['s', 'umm', 'aries']",0.4444444444444444,2.04e-06,"[31, 3, 26, 8, 11, 38, 0, 0]"
jefferson,"['JH', 'EH', 'F', 'ER', 'S', 'AH', 'N']","['jef', 'fer', 'son']","['j', 'eff', 'erson']",0.4444444444444444,1e-05,"[23, 7, 20, 8, 31, 3, 27, 0]"
satisfied,"['S', 'AE', 'T', 'AH', 'S', 'F', 'AY', 'D']","['sat', 'is', 'fied']","['s', 'atisf', 'ied']",0.4444444444444444,1.91e-05,"[31, 2, 33, 3, 31, 20, 6, 18]"
hospitals,"['HH', 'AA', 'S', 'P', 'IH', 'T', 'AH', 'L', 'Z']","['hos', 'pit', 'als']","['h', 'osp', 'itals']",0.4444444444444444,2.14e-05,"[22, 1, 31, 29, 10, 33, 3, 25]"
astronomy,"['AH', 'S', 'T', 'R', 'AA', 'N', 'AH', 'M', 'IY']","['as', 'tro', 'nomy']","['ast', 'ron', 'omy']",0.4444444444444444,4.27e-06,"[3, 31, 33, 30, 1, 27, 3, 26]"
syndicate,"['S', 'IH', 'N', 'D', 'IH', 'K', 'AH', 'T']","['syn', 'dic', 'ate']","['sy', 'nd', 'icate']",0.4444444444444444,3.24e-06,"[31, 10, 27, 18, 10, 24, 3, 33]"
synthetic,"['S', 'IH', 'N', 'TH', 'EH', 'T', 'IH', 'K']","['syn', 'thet', 'ic']","['sy', 'nt', 'hetic']",0.4444444444444444,8.91e-06,"[31, 10, 27, 34, 7, 33, 10, 24]"
mauritius,"['M', 'AO', 'R', 'IH', 'T', 'IY', 'AH', 'S']","['maur', 'i', 'ti', 'us']","['ma', 'ur', 'it', 'ius']",0.4444444444444444,1.62e-06,"[26, 4, 30, 10, 33, 11, 3, 31]"
retrieval,"['R', 'IH', 'T', 'R', 'IY', 'V', 'AH', 'L']","['re', 'triev', 'al']","['ret', 'ri', 'eval']",0.4444444444444444,2.14e-06,"[30, 10, 33, 30, 11, 35, 3, 25]"
determine,"['D', 'AH', 'T', 'ER', 'M', 'AH', 'N']","['de', 'term', 'ine']","['d', 'eter', 'mine']",0.4444444444444444,4.27e-05,"[18, 3, 33, 8, 26, 3, 27, 0]"
indonesia,"['IH', 'N', 'D', 'OW', 'N', 'IY', 'ZH', 'AH']","['in', 'done', 'sia']","['ind', 'ones', 'ia']",0.4444444444444444,1.78e-05,"[10, 27, 18, 12, 27, 11, 39, 3]"
recipient,"['R', 'AH', 'S', 'IH', 'P', 'IY', 'AH', 'N', 'T']","['re', 'cip', 'i', 'ent']","['rec', 'ipient']",0.4444444444444444,8.71e-06,"[30, 3, 31, 10, 29, 11, 3, 27]"
guarantee,"['G', 'EH', 'R', 'AH', 'N', 'T', 'IY']","['guar', 'an', 'tee']","['gu', 'arant', 'ee']",0.4444444444444444,2.75e-05,"[21, 7, 30, 3, 27, 33, 11, 0]"
macedonia,"['M', 'AE', 'S', 'AH', 'D', 'OW', 'N', 'IY', 'AH']","['mace', 'do', 'nia']","['m', 'aced', 'onia']",0.4444444444444444,2.34e-06,"[26, 2, 31, 3, 18, 12, 27, 11]"
tutorials,"['T', 'UW', 'T', 'AO', 'R', 'IY', 'AH', 'L', 'Z']","['tu', 'tori', 'als']","['t', 'utorial', 's']",0.4444444444444444,2.88e-06,"[33, 15, 33, 4, 30, 11, 3, 25]"
associate,"['AH', 'S', 'OW', 'S', 'IY', 'AH', 'T']","['as', 'so', 'ci', 'ate']","['ass', 'ociate']",0.4444444444444444,2.45e-05,"[3, 31, 12, 31, 11, 3, 33, 0]"
attempted,"['AH', 'T', 'EH', 'M', 'P', 'T', 'AH', 'D']","['at', 'temp', 'ted']","['att', 'empt', 'ed']",0.4444444444444444,2.63e-05,"[3, 33, 7, 26, 29, 33, 3, 18]"
materials,"['M', 'AH', 'T', 'IH', 'R', 'IY', 'AH', 'L', 'Z']","['ma', 'ter', 'i', 'als']","['material', 's']",0.4444444444444444,6.03e-05,"[26, 3, 33, 10, 30, 11, 3, 25]"
pediatric,"['P', 'IY', 'D', 'IY', 'AE', 'T', 'R', 'IH', 'K']","['pe', 'di', 'at', 'ric']","['ped', 'iatric']",0.4444444444444444,3.39e-06,"[29, 11, 18, 11, 2, 33, 30, 10]"
vacations,"['V', 'EY', 'K', 'EY', 'SH', 'AH', 'N', 'Z']","['va', 'ca', 'tions']","['v', 'ac', 'ations']",0.4444444444444444,3.24e-06,"[35, 9, 24, 9, 32, 3, 27, 38]"
