word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
eat,"['IY', 'T']",['eat'],['eat'],0.0,0.000135,"[11, 33, 0, 0, 0, 0, 0, 0]"
dell,"['D', 'EH', 'L']",['dell'],['dell'],0.0,4.68e-06,"[18, 7, 25, 0, 0, 0, 0, 0]"
seat,"['S', 'IY', 'T']",['seat'],['seat'],0.0,6.61e-05,"[31, 11, 33, 0, 0, 0, 0, 0]"
vendor,"['V', 'EH', 'N', 'D', 'ER']",['vendor'],['vendor'],0.0,6.17e-06,"[35, 7, 27, 18, 8, 0, 0, 0]"
aim,"['EY', 'M']",['aim'],['aim'],0.0,3.24e-05,"[9, 26, 0, 0, 0, 0, 0, 0]"
bids,"['B', 'IH', 'D', 'Z']",['bids'],['bids'],0.0,7.41e-06,"[16, 10, 18, 38, 0, 0, 0, 0]"
toll,"['T', 'OW', 'L']",['toll'],['toll'],0.0,1.2e-05,"[33, 12, 25, 0, 0, 0, 0, 0]"
les,"['L', 'EH', 'S']",['les'],['les'],0.0,1.26e-05,"[25, 7, 31, 0, 0, 0, 0, 0]"
cape,"['K', 'EY', 'P']",['cape'],['cape'],0.0,2e-05,"[24, 9, 29, 0, 0, 0, 0, 0]"
ann,"['AE', 'N']",['ann'],['ann'],0.0,2.24e-05,"[2, 27, 0, 0, 0, 0, 0, 0]"
delta,"['D', 'EH', 'L', 'T', 'AH']",['delta'],['delta'],0.0,1.32e-05,"[18, 7, 25, 33, 3, 0, 0, 0]"
charlie,"['CH', 'AA', 'R', 'L', 'IY']",['charlie'],['charlie'],0.0,2.69e-05,"[17, 1, 30, 25, 11, 0, 0, 0]"
quebec,"['K', 'W', 'AH', 'B', 'EH', 'K']","['que', 'bec']","['que', 'bec']",0.0,9.33e-06,"[24, 36, 3, 16, 7, 24, 0, 0]"
dennis,"['D', 'EH', 'N', 'IH', 'S']","['den', 'nis']","['den', 'nis']",0.0,1.26e-05,"[18, 7, 27, 10, 31, 0, 0, 0]"
mars,"['M', 'AA', 'R', 'Z']",['mars'],['mars'],0.0,1.86e-05,"[26, 1, 30, 38, 0, 0, 0, 0]"
boxed,"['B', 'AA', 'K', 'S', 'T']",['boxed'],['boxed'],0.0,2.19e-06,"[16, 1, 24, 31, 33, 0, 0, 0]"
lid,"['L', 'IH', 'D']",['lid'],['lid'],0.0,6.46e-06,"[25, 10, 18, 0, 0, 0, 0, 0]"
deaf,"['D', 'EH', 'F']",['deaf'],['deaf'],0.0,9.77e-06,"[18, 7, 20, 0, 0, 0, 0, 0]"
dogs,"['D', 'AA', 'G', 'Z']",['dogs'],['dogs'],0.0,5.89e-05,"[18, 1, 21, 38, 0, 0, 0, 0]"
ahead,"['AH', 'HH', 'EH', 'D']",['ahead'],['ahead'],0.0,0.000102,"[3, 22, 7, 18, 0, 0, 0, 0]"
moon,"['M', 'UW', 'N']",['moon'],['moon'],0.0,5.01e-05,"[26, 15, 27, 0, 0, 0, 0, 0]"
scheme,"['S', 'K', 'IY', 'M']",['scheme'],['scheme'],0.0,3.72e-05,"[31, 24, 11, 26, 0, 0, 0, 0]"
fly,"['F', 'L', 'AY']",['fly'],['fly'],0.0,5.62e-05,"[20, 25, 6, 0, 0, 0, 0, 0]"
amendment,"['AH', 'M', 'EH', 'N', 'D', 'M', 'AH', 'N', 'T']","['amend', 'ment']","['amend', 'ment']",0.0,2.4e-05,"[3, 26, 7, 27, 18, 26, 3, 27]"
strength,"['S', 'T', 'R', 'EH', 'NG', 'K', 'TH']",['strength'],['strength'],0.0,6.31e-05,"[31, 33, 30, 7, 28, 24, 34, 0]"
pee,"['P', 'IY']",['pee'],['pee'],0.0,9.12e-06,"[29, 11, 0, 0, 0, 0, 0, 0]"
fear,"['F', 'IH', 'R']",['fear'],['fear'],0.0,8.91e-05,"[20, 10, 30, 0, 0, 0, 0, 0]"
inches,"['IH', 'N', 'CH', 'AH', 'Z']",['inches'],['inches'],0.0,2.24e-05,"[10, 27, 17, 3, 38, 0, 0, 0]"
phoenix,"['F', 'IY', 'N', 'IH', 'K', 'S']",['phoenix'],['phoenix'],0.0,1.62e-05,"[20, 11, 27, 10, 24, 31, 0, 0]"
shares,"['SH', 'EH', 'R', 'Z']",['shares'],['shares'],0.0,3.98e-05,"[32, 7, 30, 38, 0, 0, 0, 0]"
wars,"['W', 'AO', 'R', 'Z']",['wars'],['wars'],0.0,3.89e-05,"[36, 4, 30, 38, 0, 0, 0, 0]"
cisco,"['S', 'IH', 'S', 'K', 'OW']",['cisco'],['cisco'],0.0,3.09e-06,"[31, 10, 31, 24, 12, 0, 0, 0]"
kept,"['K', 'EH', 'P', 'T']",['kept'],['kept'],0.0,0.0001,"[24, 7, 29, 33, 0, 0, 0, 0]"
cruise,"['K', 'R', 'UW', 'Z']",['cruise'],['cruise'],0.0,1.66e-05,"[24, 30, 15, 38, 0, 0, 0, 0]"
hey,"['HH', 'EY']",['hey'],['hey'],0.0,0.000132,"[22, 9, 0, 0, 0, 0, 0, 0]"
beat,"['B', 'IY', 'T']",['beat'],['beat'],0.0,0.000102,"[16, 11, 33, 0, 0, 0, 0, 0]"
adobe,"['AH', 'D', 'OW', 'B', 'IY']",['adobe'],['adobe'],0.0,3.39e-06,"[3, 18, 12, 16, 11, 0, 0, 0]"
smoking,"['S', 'M', 'OW', 'K', 'IH', 'NG']",['smoking'],['smoking'],0.0,3.31e-05,"[31, 26, 12, 24, 10, 28, 0, 0]"
bbc,"['B', 'IY', 'B', 'IY', 'S', 'IY']",['bbc'],['bbc'],0.0,3.72e-05,"[16, 11, 16, 11, 31, 11, 0, 0]"
drives,"['D', 'R', 'AY', 'V', 'Z']",['drives'],['drives'],0.0,1.91e-05,"[18, 30, 6, 35, 38, 0, 0, 0]"
proven,"['P', 'R', 'UW', 'V', 'AH', 'N']",['proven'],['proven'],0.0,2.14e-05,"[29, 30, 15, 35, 3, 27, 0, 0]"
lolita,"['L', 'OW', 'L', 'IY', 'T', 'AH']","['lol', 'ita']","['lol', 'ita']",0.0,1.17e-06,"[25, 12, 25, 11, 33, 3, 0, 0]"
cas,"['K', 'AE', 'S']",['cas'],['cas'],0.0,3.24e-06,"[24, 2, 31, 0, 0, 0, 0, 0]"
lined,"['L', 'AY', 'N', 'D']",['lined'],['lined'],0.0,1.2e-05,"[25, 6, 27, 18, 0, 0, 0, 0]"
dow,"['D', 'AW']",['dow'],['dow'],0.0,4.27e-06,"[18, 5, 0, 0, 0, 0, 0, 0]"
petite,"['P', 'AH', 'T', 'IY', 'T']",['petite'],['petite'],0.0,2.69e-06,"[29, 3, 33, 11, 33, 0, 0, 0]"
dui,"['D', 'IY', 'Y', 'UW', 'AY']",['dui'],['dui'],0.0,2.24e-06,"[18, 11, 37, 15, 6, 0, 0, 0]"
pens,"['P', 'EH', 'N', 'Z']",['pens'],['pens'],0.0,5.62e-06,"[29, 7, 27, 38, 0, 0, 0, 0]"
yen,"['Y', 'EH', 'N']",['yen'],['yen'],0.0,5.37e-06,"[37, 7, 27, 0, 0, 0, 0, 0]"
strips,"['S', 'T', 'R', 'IH', 'P', 'S']",['strips'],['strips'],0.0,7.24e-06,"[31, 33, 30, 10, 29, 31, 0, 0]"
rotary,"['R', 'OW', 'T', 'ER', 'IY']",['rotary'],['rotary'],0.0,4.07e-06,"[30, 12, 33, 8, 11, 0, 0, 0]"
worm,"['W', 'ER', 'M']",['worm'],['worm'],0.0,5.89e-06,"[36, 8, 26, 0, 0, 0, 0, 0]"
pot,"['P', 'AA', 'T']",['pot'],['pot'],0.0,2.51e-05,"[29, 1, 33, 0, 0, 0, 0, 0]"
wright,"['R', 'AY', 'T']",['wright'],['wright'],0.0,1.58e-05,"[30, 6, 33, 0, 0, 0, 0, 0]"
barry,"['B', 'AE', 'R', 'IY']",['barry'],['barry'],0.0,1.82e-05,"[16, 2, 30, 11, 0, 0, 0, 0]"
lady,"['L', 'EY', 'D', 'IY']",['lady'],['lady'],0.0,8.91e-05,"[25, 9, 18, 11, 0, 0, 0, 0]"
cached,"['K', 'AE', 'SH', 'T']",['cached'],['cached'],0.0,3.98e-07,"[24, 2, 32, 33, 0, 0, 0, 0]"
warren,"['W', 'AO', 'R', 'AH', 'N']","['war', 'ren']","['war', 'ren']",0.0,1.82e-05,"[36, 4, 30, 3, 27, 0, 0, 0]"
slip,"['S', 'L', 'IH', 'P']",['slip'],['slip'],0.0,1.91e-05,"[31, 25, 10, 29, 0, 0, 0, 0]"
involves,"['IH', 'N', 'V', 'AA', 'L', 'V', 'Z']","['in', 'volves']","['in', 'volves']",0.0,2.19e-05,"[10, 27, 35, 1, 25, 35, 38, 0]"
rpm,"['AA', 'R', 'P', 'IY', 'EH', 'M']",['rpm'],['rpm'],0.0,3.09e-06,"[1, 30, 29, 11, 7, 26, 0, 0]"
profits,"['P', 'R', 'AA', 'F', 'IH', 'T', 'S']",['profits'],['profits'],0.0,2.29e-05,"[29, 30, 1, 20, 10, 33, 31, 0]"
grass,"['G', 'R', 'AE', 'S']",['grass'],['grass'],0.0,2.4e-05,"[21, 30, 2, 31, 0, 0, 0, 0]"
florist,"['F', 'L', 'AA', 'R', 'AH', 'S', 'T']","['flor', 'ist']","['flor', 'ist']",0.0,1.02e-06,"[20, 25, 1, 30, 3, 31, 33, 0]"
cherry,"['CH', 'EH', 'R', 'IY']",['cherry'],['cherry'],0.0,1.51e-05,"[17, 7, 30, 11, 0, 0, 0, 0]"
deutsch,"['D', 'OY', 'CH']",['deutsch'],['deutsch'],0.0,9.77e-07,"[18, 13, 17, 0, 0, 0, 0, 0]"
cuts,"['K', 'AH', 'T', 'S']",['cuts'],['cuts'],0.0,2.63e-05,"[24, 3, 33, 31, 0, 0, 0, 0]"
earrings,"['IH', 'R', 'IH', 'NG', 'Z']","['ear', 'rings']","['ear', 'rings']",0.0,4.17e-06,"[10, 30, 10, 28, 38, 0, 0, 0]"
chapters,"['CH', 'AE', 'P', 'T', 'ER', 'Z']",['chapters'],['chapters'],0.0,1.26e-05,"[17, 2, 29, 33, 8, 38, 0, 0]"
postal,"['P', 'OW', 'S', 'T', 'AH', 'L']",['postal'],['postal'],0.0,8.71e-06,"[29, 12, 31, 33, 3, 25, 0, 0]"
treatments,"['T', 'R', 'IY', 'T', 'M', 'AH', 'N', 'T', 'S']","['treat', 'ments']","['treat', 'ments']",0.0,1.23e-05,"[33, 30, 11, 33, 26, 3, 27, 33]"
punk,"['P', 'AH', 'NG', 'K']",['punk'],['punk'],0.0,1.58e-05,"[29, 3, 28, 24, 0, 0, 0, 0]"
dropped,"['D', 'R', 'AA', 'P', 'T']",['dropped'],['dropped'],0.0,5.37e-05,"[18, 30, 1, 29, 33, 0, 0, 0]"
duke,"['D', 'UW', 'K']",['duke'],['duke'],0.0,2.82e-05,"[18, 15, 24, 0, 0, 0, 0, 0]"
fail,"['F', 'EY', 'L']",['fail'],['fail'],0.0,4.07e-05,"[20, 9, 25, 0, 0, 0, 0, 0]"
gratis,"['G', 'R', 'AE', 'T', 'AH', 'S']",['gratis'],['gratis'],0.0,8.71e-07,"[21, 30, 2, 33, 3, 31, 0, 0]"
won,"['W', 'AH', 'N']",['won'],['won'],0.0,0.000158,"[36, 3, 27, 0, 0, 0, 0, 0]"
slightly,"['S', 'L', 'AY', 'T', 'L', 'IY']",['slightly'],['slightly'],0.0,5.62e-05,"[31, 25, 6, 33, 25, 11, 0, 0]"
jazz,"['JH', 'AE', 'Z']",['jazz'],['jazz'],0.0,2.04e-05,"[23, 2, 38, 0, 0, 0, 0, 0]"
serving,"['S', 'ER', 'V', 'IH', 'NG']",['serving'],['serving'],0.0,4.17e-05,"[31, 8, 35, 10, 28, 0, 0, 0]"
bags,"['B', 'AE', 'G', 'Z']",['bags'],['bags'],0.0,2.69e-05,"[16, 2, 21, 38, 0, 0, 0, 0]"
miami,"['M', 'AY', 'AE', 'M', 'IY']",['miami'],['miami'],0.0,2.95e-05,"[26, 6, 2, 26, 11, 0, 0, 0]"
houses,"['HH', 'AW', 'S', 'AH', 'Z']",['houses'],['houses'],0.0,5.25e-05,"[22, 5, 31, 3, 38, 0, 0, 0]"
doc,"['D', 'AA', 'K']",['doc'],['doc'],0.0,2.29e-05,"[18, 1, 24, 0, 0, 0, 0, 0]"
hero,"['HH', 'IH', 'R', 'OW']",['hero'],['hero'],0.0,4.79e-05,"[22, 10, 30, 12, 0, 0, 0, 0]"
wear,"['W', 'EH', 'R']",['wear'],['wear'],0.0,8.32e-05,"[36, 7, 30, 0, 0, 0, 0, 0]"
wales,"['W', 'EY', 'L', 'Z']",['wales'],['wales'],0.0,3.98e-05,"[36, 9, 25, 38, 0, 0, 0, 0]"
minor,"['M', 'AY', 'N', 'ER']",['minor'],['minor'],0.0,4.17e-05,"[26, 6, 27, 8, 0, 0, 0, 0]"
noted,"['N', 'OW', 'T', 'AH', 'D']",['noted'],['noted'],0.0,4.9e-05,"[27, 12, 33, 3, 18, 0, 0, 0]"
mom,"['M', 'AA', 'M']",['mom'],['mom'],0.0,0.000132,"[26, 1, 26, 0, 0, 0, 0, 0]"
soap,"['S', 'OW', 'P']",['soap'],['soap'],0.0,1.51e-05,"[31, 12, 29, 0, 0, 0, 0, 0]"
triple,"['T', 'R', 'IH', 'P', 'AH', 'L']",['triple'],['triple'],0.0,2.04e-05,"[33, 30, 10, 29, 3, 25, 0, 0]"
cooper,"['K', 'UW', 'P', 'ER']",['cooper'],['cooper'],0.0,1.82e-05,"[24, 15, 29, 8, 0, 0, 0, 0]"
jam,"['JH', 'AE', 'M']",['jam'],['jam'],0.0,1.48e-05,"[23, 2, 26, 0, 0, 0, 0, 0]"
answered,"['AE', 'N', 'S', 'ER', 'D']",['answered'],['answered'],0.0,2.09e-05,"[2, 27, 31, 8, 18, 0, 0, 0]"
slots,"['S', 'L', 'AA', 'T', 'S']",['slots'],['slots'],0.0,6.76e-06,"[31, 25, 1, 33, 31, 0, 0, 0]"
disorder,"['D', 'IH', 'S', 'AO', 'R', 'D', 'ER']","['dis', 'order']","['dis', 'order']",0.0,2.04e-05,"[18, 10, 31, 4, 30, 18, 8, 0]"
routine,"['R', 'UW', 'T', 'IY', 'N']",['routine'],['routine'],0.0,2.34e-05,"[30, 15, 33, 11, 27, 0, 0, 0]"
clicks,"['K', 'L', 'IH', 'K', 'S']",['clicks'],['clicks'],0.0,5.25e-06,"[24, 25, 10, 24, 31, 0, 0, 0]"
healthy,"['HH', 'EH', 'L', 'TH', 'IY']",['healthy'],['healthy'],0.0,6.31e-05,"[22, 7, 25, 34, 11, 0, 0, 0]"
gotta,"['G', 'AA', 'T', 'AH']",['gotta'],['gotta'],0.0,8.91e-05,"[21, 1, 33, 3, 0, 0, 0, 0]"
karma,"['K', 'AA', 'R', 'M', 'AH']",['karma'],['karma'],0.0,7.59e-06,"[24, 1, 30, 26, 3, 0, 0, 0]"
consist,"['K', 'AH', 'N', 'S', 'IH', 'S', 'T']","['con', 'sist']","['con', 'sist']",0.0,8.71e-06,"[24, 3, 27, 31, 10, 31, 33, 0]"
queens,"['K', 'W', 'IY', 'N', 'Z']",['queens'],['queens'],0.0,1.15e-05,"[24, 36, 11, 27, 38, 0, 0, 0]"
failed,"['F', 'EY', 'L', 'D']",['failed'],['failed'],0.0,6.61e-05,"[20, 9, 25, 18, 0, 0, 0, 0]"
roll,"['R', 'OW', 'L']",['roll'],['roll'],0.0,5.62e-05,"[30, 12, 25, 0, 0, 0, 0, 0]"
korea,"['K', 'AO', 'R', 'IY', 'AH']",['korea'],['korea'],0.0,4.47e-05,"[24, 4, 30, 11, 3, 0, 0, 0]"
banks,"['B', 'AE', 'NG', 'K', 'S']",['banks'],['banks'],0.0,4.9e-05,"[16, 2, 28, 24, 31, 0, 0, 0]"
secret,"['S', 'IY', 'K', 'R', 'AH', 'T']",['secret'],['secret'],0.0,8.32e-05,"[31, 11, 24, 30, 3, 33, 0, 0]"
bath,"['B', 'AE', 'TH']",['bath'],['bath'],0.0,2.75e-05,"[16, 2, 34, 0, 0, 0, 0, 0]"
kelly,"['K', 'EH', 'L', 'IY']",['kelly'],['kelly'],0.0,2.75e-05,"[24, 7, 25, 11, 0, 0, 0, 0]"
leads,"['L', 'IY', 'D', 'Z']",['leads'],['leads'],0.0,4.47e-05,"[25, 11, 18, 38, 0, 0, 0, 0]"
toronto,"['T', 'ER', 'AA', 'N', 'T', 'OW']",['toronto'],['toronto'],0.0,3.09e-05,"[33, 8, 1, 27, 33, 12, 0, 0]"
springs,"['S', 'P', 'R', 'IH', 'NG', 'Z']",['springs'],['springs'],0.0,1.74e-05,"[31, 29, 30, 10, 28, 38, 0, 0]"
naughty,"['N', 'AO', 'T', 'IY']",['naughty'],['naughty'],0.0,6.76e-06,"[27, 4, 33, 11, 0, 0, 0, 0]"
font,"['F', 'AA', 'N', 'T']",['font'],['font'],0.0,6.31e-06,"[20, 1, 27, 33, 0, 0, 0, 0]"
joseph,"['JH', 'OW', 'S', 'AH', 'F']",['joseph'],['joseph'],0.0,3.31e-05,"[23, 12, 31, 3, 20, 0, 0, 0]"
drivers,"['D', 'R', 'AY', 'V', 'ER', 'Z']",['drivers'],['drivers'],0.0,3.63e-05,"[18, 30, 6, 35, 8, 38, 0, 0]"
portal,"['P', 'AO', 'R', 'T', 'AH', 'L']",['portal'],['portal'],0.0,1e-05,"[29, 4, 30, 33, 3, 25, 0, 0]"
beta,"['B', 'EY', 'T', 'AH']",['beta'],['beta'],0.0,1.58e-05,"[16, 9, 33, 3, 0, 0, 0, 0]"
mild,"['M', 'AY', 'L', 'D']",['mild'],['mild'],0.0,1.29e-05,"[26, 6, 25, 18, 0, 0, 0, 0]"
fur,"['F', 'ER']",['fur'],['fur'],0.0,1.07e-05,"[20, 8, 0, 0, 0, 0, 0, 0]"
timeline,"['T', 'AY', 'M', 'L', 'AY', 'N']",['timeline'],['timeline'],0.0,1.41e-05,"[33, 6, 26, 25, 6, 27, 0, 0]"
tar,"['T', 'AA', 'R']",['tar'],['tar'],0.0,4.27e-06,"[33, 1, 30, 0, 0, 0, 0, 0]"
rocks,"['R', 'AA', 'K', 'S']",['rocks'],['rocks'],0.0,2.4e-05,"[30, 1, 24, 31, 0, 0, 0, 0]"
genes,"['JH', 'IY', 'N', 'Z']",['genes'],['genes'],0.0,1.38e-05,"[23, 11, 27, 38, 0, 0, 0, 0]"
guns,"['G', 'AH', 'N', 'Z']",['guns'],['guns'],0.0,4.57e-05,"[21, 3, 27, 38, 0, 0, 0, 0]"
rio,"['R', 'IY', 'OW']",['rio'],['rio'],0.0,2.24e-05,"[30, 11, 12, 0, 0, 0, 0, 0]"
elect,"['IH', 'L', 'EH', 'K', 'T']",['elect'],['elect'],0.0,1.07e-05,"[10, 25, 7, 24, 33, 0, 0, 0]"
roots,"['R', 'UW', 'T', 'S']",['roots'],['roots'],0.0,2.19e-05,"[30, 15, 33, 31, 0, 0, 0, 0]"
gadgets,"['G', 'AE', 'JH', 'AH', 'T', 'S']","['gad', 'gets']","['gad', 'gets']",0.0,3.89e-06,"[21, 2, 23, 3, 33, 31, 0, 0]"
noble,"['N', 'OW', 'B', 'AH', 'L']",['noble'],['noble'],0.0,1.74e-05,"[27, 12, 16, 3, 25, 0, 0, 0]"
glasgow,"['G', 'L', 'AE', 'S', 'K', 'OW']","['glas', 'gow']","['glas', 'gow']",0.0,1.55e-05,"[21, 25, 2, 31, 24, 12, 0, 0]"
rev,"['R', 'EH', 'V']",['rev'],['rev'],0.0,1.32e-05,"[30, 7, 35, 0, 0, 0, 0, 0]"
shore,"['SH', 'AO', 'R']",['shore'],['shore'],0.0,2.14e-05,"[32, 4, 30, 0, 0, 0, 0, 0]"
loves,"['L', 'AH', 'V', 'Z']",['loves'],['loves'],0.0,4.57e-05,"[25, 3, 35, 38, 0, 0, 0, 0]"
knight,"['N', 'AY', 'T']",['knight'],['knight'],0.0,1.91e-05,"[27, 6, 33, 0, 0, 0, 0, 0]"
loose,"['L', 'UW', 'S']",['loose'],['loose'],0.0,2.88e-05,"[25, 15, 31, 0, 0, 0, 0, 0]"
earned,"['ER', 'N', 'D']",['earned'],['earned'],0.0,3.55e-05,"[8, 27, 18, 0, 0, 0, 0, 0]"
illness,"['IH', 'L', 'N', 'AH', 'S']","['ill', 'ness']","['ill', 'ness']",0.0,2.57e-05,"[10, 25, 27, 3, 31, 0, 0, 0]"
pending,"['P', 'EH', 'N', 'D', 'IH', 'NG']",['pending'],['pending'],0.0,1.05e-05,"[29, 7, 27, 18, 10, 28, 0, 0]"
