word,arpabet,syllables,tokenized_word,hamming_distance,word_frequency,phon_vec
collectibles,"['K', 'AH', 'L', 'EH', 'K', 'T', 'AH', 'B', 'AH', 'L', 'Z']","['col', 'lect', 'ibles']","['collect', 'ibles']",0.08333333333333333,1.29e-06,"[24, 3, 25, 7, 24, 33, 3, 16]"
autos,"['AO', 'T', 'OW', 'Z']",['autos'],['autos'],0.0,1.32e-06,"[4, 33, 12, 38, 0, 0, 0, 0]"
lat,"['L', 'AA', 'T']",['lat'],['lat'],0.0,1.35e-06,"[25, 1, 33, 0, 0, 0, 0, 0]"
acer,"['EY', 'S', 'ER']",['acer'],['acer'],0.0,1.35e-06,"[9, 31, 8, 0, 0, 0, 0, 0]"
crossword,"['K', 'R', 'AO', 'S', 'W', 'ER', 'D']","['cross', 'word']","['cross', 'word']",0.0,1.38e-06,"[24, 30, 4, 31, 36, 8, 18, 0]"
ide,"['AY', 'D']",['ide'],['ide'],0.0,1.38e-06,"[6, 18, 0, 0, 0, 0, 0, 0]"
postings,"['P', 'OW', 'S', 'T', 'IH', 'NG', 'Z']","['post', 'ings']","['post', 'ings']",0.0,1.38e-06,"[29, 12, 31, 33, 10, 28, 38, 0]"
collectible,"['K', 'AH', 'L', 'EH', 'K', 'T', 'AH', 'B', 'AH', 'L']","['col', 'lect', 'ible']","['collect', 'ible']",0.09090909090909091,1.38e-06,"[24, 3, 25, 7, 24, 33, 3, 16]"
nightlife,"['N', 'AY', 'T', 'L', 'AY', 'F']","['night', 'life']","['night', 'life']",0.0,1.41e-06,"[27, 6, 33, 25, 6, 20, 0, 0]"
byte,"['B', 'AY', 'T']",['byte'],['byte'],0.0,1.41e-06,"[16, 6, 33, 0, 0, 0, 0, 0]"
aud,"['AO', 'D']",['aud'],['aud'],0.0,1.45e-06,"[4, 18, 0, 0, 0, 0, 0, 0]"
theta,"['TH', 'EY', 'T', 'AH']",['theta'],['theta'],0.0,1.45e-06,"[34, 9, 33, 3, 0, 0, 0, 0]"
blackjack,"['B', 'L', 'AE', 'K', 'JH', 'AE', 'K']","['black', 'jack']","['black', 'jack']",0.0,1.45e-06,"[16, 25, 2, 24, 23, 2, 24, 0]"
shortcuts,"['SH', 'AO', 'R', 'T', 'K', 'AH', 'T', 'S']","['short', 'cuts']","['short', 'cuts']",0.0,1.45e-06,"[32, 4, 30, 33, 24, 3, 33, 31]"
greensboro,"['G', 'R', 'IY', 'N', 'Z', 'B', 'ER', 'R', 'OW']","['greens', 'boro']","['greens', 'boro']",0.0,1.45e-06,"[21, 30, 11, 27, 38, 16, 8, 30]"
handbags,"['HH', 'AE', 'N', 'D', 'B', 'AE', 'G', 'Z']","['hand', 'bags']","['hand', 'bags']",0.0,1.51e-06,"[22, 2, 27, 18, 16, 2, 21, 38]"
avi,"['AA', 'V', 'IY']",['avi'],['avi'],0.0,1.51e-06,"[1, 35, 11, 0, 0, 0, 0, 0]"
shopper,"['SH', 'AA', 'P', 'ER']","['shop', 'per']","['shop', 'per']",0.0,1.55e-06,"[32, 1, 29, 8, 0, 0, 0, 0]"
diff,"['D', 'IH', 'F']",['diff'],['diff'],0.0,1.58e-06,"[18, 10, 20, 0, 0, 0, 0, 0]"
enlarge,"['EH', 'N', 'L', 'AA', 'R', 'JH']","['en', 'large']","['en', 'large']",0.0,1.58e-06,"[7, 27, 25, 1, 30, 23, 0, 0]"
sender,"['S', 'EH', 'N', 'D', 'ER']",['sender'],['sender'],0.0,1.62e-06,"[31, 7, 27, 18, 8, 0, 0, 0]"
pty,"['T', 'AY']",['pty'],['pty'],0.0,1.66e-06,"[33, 6, 0, 0, 0, 0, 0, 0]"
metallica,"['M', 'AH', 'T', 'AE', 'L', 'IH', 'K', 'AH']","['metal', 'lica']","['metal', 'lica']",0.0,1.66e-06,"[26, 3, 33, 2, 25, 10, 24, 3]"
gage,"['G', 'EY', 'JH']",['gage'],['gage'],0.0,1.66e-06,"[21, 9, 23, 0, 0, 0, 0, 0]"
folders,"['F', 'OW', 'L', 'D', 'ER', 'Z']",['folders'],['folders'],0.0,1.66e-06,"[20, 12, 25, 18, 8, 38, 0, 0]"
redhead,"['R', 'EH', 'D', 'HH', 'EH', 'D']","['red', 'head']","['red', 'head']",0.0,1.7e-06,"[30, 7, 18, 22, 7, 18, 0, 0]"
notebooks,"['N', 'OW', 'T', 'B', 'UH', 'K', 'S']","['note', 'books']","['note', 'books']",0.0,1.7e-06,"[27, 12, 33, 16, 14, 24, 31, 0]"
eos,"['IY', 'AA', 'S']",['eos'],['eos'],0.0,1.7e-06,"[11, 1, 31, 0, 0, 0, 0, 0]"
botswana,"['B', 'AA', 'T', 'S', 'W', 'AA', 'N', 'AH']","['bot', 'swana']","['bot', 'swana']",0.0,1.74e-06,"[16, 1, 33, 31, 36, 1, 27, 3]"
belize,"['B', 'EH', 'L', 'IY', 'Z']","['bel', 'ize']","['bel', 'ize']",0.0,1.74e-06,"[16, 7, 25, 11, 38, 0, 0, 0]"
fonts,"['F', 'AA', 'N', 'T', 'S']",['fonts'],['fonts'],0.0,1.74e-06,"[20, 1, 27, 33, 31, 0, 0, 0]"
firewall,"['F', 'AY', 'R', 'W', 'AA', 'L']","['fire', 'wall']","['fire', 'wall']",0.0,1.74e-06,"[20, 6, 30, 36, 1, 25, 0, 0]"
malpractice,"['M', 'AE', 'L', 'P', 'R', 'AE', 'K', 'T', 'AH', 'S']","['mal', 'prac', 'tice']","['mal', 'practice']",0.09090909090909091,1.78e-06,"[26, 2, 25, 29, 30, 2, 24, 33]"
nav,"['N', 'AE', 'V']",['nav'],['nav'],0.0,1.82e-06,"[27, 2, 35, 0, 0, 0, 0, 0]"
bytes,"['B', 'AY', 'T', 'S']",['bytes'],['bytes'],0.0,1.82e-06,"[16, 6, 33, 31, 0, 0, 0, 0]"
uri,"['Y', 'ER', 'IY']",['uri'],['uri'],0.0,1.82e-06,"[37, 8, 11, 0, 0, 0, 0, 0]"
bios,"['B', 'AY', 'OW', 'S']",['bios'],['bios'],0.0,1.82e-06,"[16, 6, 12, 31, 0, 0, 0, 0]"
sig,"['S', 'IH', 'G']",['sig'],['sig'],0.0,1.86e-06,"[31, 10, 21, 0, 0, 0, 0, 0]"
biz,"['B', 'IH', 'Z']",['biz'],['biz'],0.0,1.86e-06,"[16, 10, 38, 0, 0, 0, 0, 0]"
lexus,"['L', 'EH', 'K', 'S', 'AH', 'S']","['lex', 'us']","['lex', 'us']",0.0,1.86e-06,"[25, 7, 24, 31, 3, 31, 0, 0]"
flooring,"['F', 'L', 'AO', 'R', 'IH', 'NG']","['floor', 'ing']","['floor', 'ing']",0.0,1.91e-06,"[20, 25, 4, 30, 10, 28, 0, 0]"
packard,"['P', 'AE', 'K', 'ER', 'D']","['pack', 'ard']","['pack', 'ard']",0.0,1.91e-06,"[29, 2, 24, 8, 18, 0, 0, 0]"
postcards,"['P', 'OW', 'S', 'T', 'K', 'AA', 'R', 'D', 'Z']","['post', 'cards']","['post', 'cards']",0.0,1.91e-06,"[29, 12, 31, 33, 24, 1, 30, 18]"
keyword,"['K', 'IY', 'W', 'ER', 'D']",['keyword'],['keyword'],0.0,1.95e-06,"[24, 11, 36, 8, 18, 0, 0, 0]"
prepaid,"['P', 'R', 'IY', 'P', 'EY', 'D']","['pre', 'paid']","['pre', 'paid']",0.0,2e-06,"[29, 30, 11, 29, 9, 18, 0, 0]"
unix,"['Y', 'UW', 'N', 'IH', 'K', 'S']",['unix'],['unix'],0.0,2.04e-06,"[37, 15, 27, 10, 24, 31, 0, 0]"
fairfield,"['F', 'EH', 'R', 'F', 'IY', 'L', 'D']","['fair', 'field']","['fair', 'field']",0.0,2.04e-06,"[20, 7, 30, 20, 11, 25, 18, 0]"
specialties,"['S', 'P', 'EH', 'SH', 'AH', 'L', 'T', 'IY', 'Z']","['spe', 'cial', 'ties']","['special', 'ties']",0.09090909090909091,2.04e-06,"[31, 29, 7, 32, 3, 25, 33, 11]"
qui,"['K', 'W', 'IY']",['qui'],['qui'],0.0,2.09e-06,"[24, 36, 11, 0, 0, 0, 0, 0]"
ent,"['EH', 'N', 'T']",['ent'],['ent'],0.0,2.09e-06,"[7, 27, 33, 0, 0, 0, 0, 0]"
volt,"['V', 'OW', 'L', 'T']",['volt'],['volt'],0.0,2.09e-06,"[35, 12, 25, 33, 0, 0, 0, 0]"
dentists,"['D', 'EH', 'N', 'T', 'AH', 'S', 'T', 'S']","['dent', 'ists']","['dent', 'ists']",0.0,2.09e-06,"[18, 7, 27, 33, 3, 31, 33, 31]"
nil,"['N', 'IH', 'L']",['nil'],['nil'],0.0,2.14e-06,"[27, 10, 25, 0, 0, 0, 0, 0]"
previews,"['P', 'R', 'IY', 'V', 'Y', 'UW', 'Z']","['pre', 'views']","['pre', 'views']",0.0,2.14e-06,"[29, 30, 11, 35, 37, 15, 38, 0]"
playback,"['P', 'L', 'EY', 'B', 'AE', 'K']","['play', 'back']","['play', 'back']",0.0,2.14e-06,"[29, 25, 9, 16, 2, 24, 0, 0]"
bookings,"['B', 'UH', 'K', 'IH', 'NG', 'Z']","['book', 'ings']","['book', 'ings']",0.0,2.14e-06,"[16, 14, 24, 10, 28, 38, 0, 0]"
boxed,"['B', 'AA', 'K', 'S', 'T']",['boxed'],['boxed'],0.0,2.19e-06,"[16, 1, 24, 31, 33, 0, 0, 0]"
hardwood,"['HH', 'AA', 'R', 'D', 'W', 'UH', 'D']","['hard', 'wood']","['hard', 'wood']",0.0,2.19e-06,"[22, 1, 30, 18, 36, 14, 18, 0]"
foo,"['F', 'UW']",['foo'],['foo'],0.0,2.19e-06,"[20, 15, 0, 0, 0, 0, 0, 0]"
maldives,"['M', 'AO', 'L', 'D', 'AY', 'V', 'Z']","['mal', 'dives']","['mal', 'dives']",0.0,2.24e-06,"[26, 4, 25, 18, 6, 35, 38, 0]"
topless,"['T', 'AA', 'P', 'L', 'AH', 'S']","['top', 'less']","['top', 'less']",0.0,2.29e-06,"[33, 1, 29, 25, 3, 31, 0, 0]"
handheld,"['HH', 'AE', 'N', 'D', 'HH', 'EH', 'L', 'D']","['hand', 'held']","['hand', 'held']",0.0,2.29e-06,"[22, 2, 27, 18, 22, 7, 25, 18]"
cookbook,"['K', 'UH', 'K', 'B', 'UH', 'K']","['cook', 'book']","['cook', 'book']",0.0,2.29e-06,"[24, 14, 24, 16, 14, 24, 0, 0]"
porno,"['P', 'AO', 'R', 'N', 'OW']",['porno'],['porno'],0.0,2.29e-06,"[29, 4, 30, 27, 12, 0, 0, 0]"
oman,"['OW', 'M', 'AA', 'N']",['oman'],['oman'],0.0,2.29e-06,"[12, 26, 1, 27, 0, 0, 0, 0]"
brochure,"['B', 'R', 'OW', 'SH', 'UH', 'R']","['bro', 'chure']","['bro', 'chure']",0.0,2.34e-06,"[16, 30, 12, 32, 14, 30, 0, 0]"
bracelets,"['B', 'R', 'EY', 'S', 'L', 'IH', 'T', 'S']","['brace', 'lets']","['brace', 'lets']",0.0,2.34e-06,"[16, 30, 9, 31, 25, 10, 33, 31]"
keyboards,"['K', 'IY', 'B', 'AO', 'R', 'D', 'Z']","['key', 'boards']","['key', 'boards']",0.0,2.4e-06,"[24, 11, 16, 4, 30, 18, 38, 0]"
bras,"['B', 'R', 'AE', 'S']",['bras'],['bras'],0.0,2.4e-06,"[16, 30, 2, 31, 0, 0, 0, 0]"
latina,"['L', 'AA', 'T', 'IY', 'N', 'AH']","['lat', 'ina']","['lat', 'ina']",0.0,2.4e-06,"[25, 1, 33, 11, 27, 3, 0, 0]"
midi,"['M', 'IY', 'D', 'IY']",['midi'],['midi'],0.0,2.4e-06,"[26, 11, 18, 11, 0, 0, 0, 0]"
newfoundland,"['N', 'UW', 'F', 'AH', 'N', 'D', 'L', 'AH', 'N', 'D']","['new', 'found', 'land']","['new', 'foundland']",0.08333333333333333,2.4e-06,"[27, 15, 20, 3, 27, 18, 25, 3]"
inquire,"['IH', 'N', 'K', 'W', 'AY', 'R']","['in', 'quire']","['in', 'quire']",0.0,2.4e-06,"[10, 27, 24, 36, 6, 30, 0, 0]"
samoa,"['S', 'AH', 'M', 'OW', 'AH']","['sam', 'oa']","['sam', 'oa']",0.0,2.45e-06,"[31, 3, 26, 12, 3, 0, 0, 0]"
reprint,"['R', 'IY', 'P', 'R', 'IH', 'N', 'T']","['re', 'print']","['re', 'print']",0.0,2.45e-06,"[30, 11, 29, 30, 10, 27, 33, 0]"
roommates,"['R', 'UW', 'M', 'EY', 'T', 'S']","['room', 'mates']","['room', 'mates']",0.0,2.45e-06,"[30, 15, 26, 9, 33, 31, 0, 0]"
housewives,"['HH', 'AW', 'S', 'W', 'AY', 'V', 'Z']","['house', 'wives']","['house', 'wives']",0.0,2.51e-06,"[22, 5, 31, 36, 6, 35, 38, 0]"
latex,"['L', 'EY', 'T', 'EH', 'K', 'S']",['latex'],['latex'],0.0,2.51e-06,"[25, 9, 33, 7, 24, 31, 0, 0]"
bedding,"['B', 'EH', 'D', 'IH', 'NG']","['bed', 'ding']","['bed', 'ding']",0.0,2.51e-06,"[16, 7, 18, 10, 28, 0, 0, 0]"
nasdaq,"['N', 'AE', 'Z', 'D', 'AE', 'K']","['nas', 'daq']","['nas', 'daq']",0.0,2.57e-06,"[27, 2, 38, 18, 2, 24, 0, 0]"
bouquet,"['B', 'UW', 'K', 'EY']","['bou', 'quet']","['bou', 'quet']",0.0,2.57e-06,"[16, 15, 24, 9, 0, 0, 0, 0]"
cad,"['K', 'AE', 'D']",['cad'],['cad'],0.0,2.57e-06,"[24, 2, 18, 0, 0, 0, 0, 0]"
footwear,"['F', 'UH', 'T', 'W', 'EH', 'R']","['foot', 'wear']","['foot', 'wear']",0.0,2.63e-06,"[20, 14, 33, 36, 7, 30, 0, 0]"
rentals,"['R', 'EH', 'N', 'T', 'AH', 'L', 'Z']","['rent', 'als']","['rent', 'als']",0.0,2.63e-06,"[30, 7, 27, 33, 3, 25, 38, 0]"
bookstore,"['B', 'UH', 'K', 'S', 'T', 'AO', 'R']","['book', 'store']","['book', 'store']",0.0,2.63e-06,"[16, 14, 24, 31, 33, 4, 30, 0]"
ver,"['V', 'ER']",['ver'],['ver'],0.0,2.63e-06,"[35, 8, 0, 0, 0, 0, 0, 0]"
keywords,"['K', 'IY', 'W', 'ER', 'D', 'Z']",['keywords'],['keywords'],0.0,2.63e-06,"[24, 11, 36, 8, 18, 38, 0, 0]"
len,"['L', 'EH', 'N']",['len'],['len'],0.0,2.69e-06,"[25, 7, 27, 0, 0, 0, 0, 0]"
evaluations,"['IH', 'V', 'AE', 'L', 'Y', 'UW', 'EY', 'SH', 'AH', 'N', 'Z']","['eval', 'u', 'ations']","['eval', 'uations']",0.09090909090909091,2.69e-06,"[10, 35, 2, 25, 37, 15, 9, 32]"
menus,"['M', 'EH', 'N', 'Y', 'UW', 'Z']",['menus'],['menus'],0.0,2.75e-06,"[26, 7, 27, 37, 15, 38, 0, 0]"
postcard,"['P', 'OW', 'S', 'T', 'K', 'AA', 'R', 'D']","['post', 'card']","['post', 'card']",0.0,2.75e-06,"[29, 12, 31, 33, 24, 1, 30, 18]"
questionnaire,"['K', 'W', 'EH', 'S', 'CH', 'AH', 'N', 'EH', 'R']","['ques', 'tion', 'naire']","['question', 'naire']",0.07692307692307693,2.75e-06,"[24, 36, 7, 31, 17, 3, 27, 7]"
hyundai,"['HH', 'Y', 'AH', 'N', 'D', 'EY']","['hy', 'undai']","['hy', 'undai']",0.0,2.75e-06,"[22, 37, 3, 27, 18, 9, 0, 0]"
una,"['UW', 'N', 'AH']",['una'],['una'],0.0,2.75e-06,"[15, 27, 3, 0, 0, 0, 0, 0]"
groundwater,"['G', 'R', 'AW', 'N', 'D', 'W', 'AA', 'T', 'ER']","['ground', 'wa', 'ter']","['ground', 'water']",0.09090909090909091,2.75e-06,"[21, 30, 5, 27, 18, 36, 1, 33]"
mens,"['M', 'EH', 'N', 'Z']",['mens'],['mens'],0.0,2.82e-06,"[26, 7, 27, 38, 0, 0, 0, 0]"
psi,"['S', 'AY']",['psi'],['psi'],0.0,2.82e-06,"[31, 6, 0, 0, 0, 0, 0, 0]"
checklist,"['CH', 'EH', 'K', 'L', 'IH', 'S', 'T']","['check', 'list']","['check', 'list']",0.0,2.82e-06,"[17, 7, 24, 25, 10, 31, 33, 0]"
programmers,"['P', 'R', 'OW', 'G', 'R', 'AE', 'M', 'ER', 'Z']","['pro', 'gram', 'mers']","['program', 'mers']",0.09090909090909091,2.82e-06,"[29, 30, 12, 21, 30, 2, 26, 8]"
cleanup,"['K', 'L', 'IY', 'N', 'AH', 'P']",['cleanup'],['cleanup'],0.0,2.88e-06,"[24, 25, 11, 27, 3, 29, 0, 0]"
convergence,"['K', 'AH', 'N', 'V', 'ER', 'JH', 'AH', 'N', 'S']","['con', 'ver', 'gence']","['con', 'vergence']",0.09090909090909091,2.88e-06,"[24, 3, 27, 35, 8, 23, 3, 27]"
standings,"['S', 'T', 'AE', 'N', 'D', 'IH', 'NG', 'Z']","['stand', 'ings']","['stand', 'ings']",0.0,2.88e-06,"[31, 33, 2, 27, 18, 10, 28, 38]"
chem,"['K', 'EH', 'M']",['chem'],['chem'],0.0,2.88e-06,"[24, 7, 26, 0, 0, 0, 0, 0]"
anaheim,"['AE', 'N', 'AH', 'HH', 'AY', 'M']","['ana', 'heim']","['ana', 'heim']",0.0,2.88e-06,"[2, 27, 3, 22, 6, 26, 0, 0]"
cleaners,"['K', 'L', 'IY', 'N', 'ER', 'Z']","['clean', 'ers']","['clean', 'ers']",0.0,2.88e-06,"[24, 25, 11, 27, 8, 38, 0, 0]"
bondage,"['B', 'AA', 'N', 'D', 'IH', 'JH']","['bond', 'age']","['bond', 'age']",0.0,2.88e-06,"[16, 1, 27, 18, 10, 23, 0, 0]"
alto,"['AE', 'L', 'T', 'OW']",['alto'],['alto'],0.0,2.95e-06,"[2, 25, 33, 12, 0, 0, 0, 0]"
biodiversity,"['B', 'AY', 'OW', 'D', 'AY', 'V', 'ER', 'S', 'AH', 'T', 'IY']","['biod', 'iversity']","['b', 'iod', 'iversity']",0.08333333333333333,2.95e-06,"[16, 6, 12, 18, 6, 35, 8, 31]"
concord,"['K', 'AA', 'N', 'K', 'AO', 'R', 'D']","['con', 'cord']","['con', 'cord']",0.0,2.95e-06,"[24, 1, 27, 24, 4, 30, 18, 0]"
reggae,"['R', 'EH', 'G', 'EY']","['reg', 'gae']","['reg', 'gae']",0.0,2.95e-06,"[30, 7, 21, 9, 0, 0, 0, 0]"
nano,"['N', 'AA', 'N', 'OW']",['nano'],['nano'],0.0,2.95e-06,"[27, 1, 27, 12, 0, 0, 0, 0]"
stockings,"['S', 'T', 'AA', 'K', 'IH', 'NG', 'Z']","['stock', 'ings']","['stock', 'ings']",0.0,2.95e-06,"[31, 33, 1, 24, 10, 28, 38, 0]"
char,"['CH', 'AA', 'R']",['char'],['char'],0.0,2.95e-06,"[17, 1, 30, 0, 0, 0, 0, 0]"
tit,"['T', 'IH', 'T']",['tit'],['tit'],0.0,3.02e-06,"[33, 10, 33, 0, 0, 0, 0, 0]"
bidder,"['B', 'IH', 'D', 'ER']","['bid', 'der']","['bid', 'der']",0.0,3.02e-06,"[16, 10, 18, 8, 0, 0, 0, 0]"
sublime,"['S', 'AH', 'B', 'L', 'AY', 'M']","['sub', 'lime']","['sub', 'lime']",0.0,3.02e-06,"[31, 3, 16, 25, 6, 26, 0, 0]"
totals,"['T', 'OW', 'T', 'AH', 'L', 'Z']",['totals'],['totals'],0.0,3.02e-06,"[33, 12, 33, 3, 25, 38, 0, 0]"
arbor,"['AA', 'R', 'B', 'ER']","['ar', 'bor']","['ar', 'bor']",0.0,3.09e-06,"[1, 30, 16, 8, 0, 0, 0, 0]"
supplemental,"['S', 'AH', 'P', 'L', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L']","['sup', 'ple', 'ment', 'al']","['sup', 'plement', 'al']",0.08333333333333333,3.09e-06,"[31, 3, 29, 25, 3, 26, 7, 27]"
